row_full,col_full,latitude,longitude,rowf_colf,km2,lon_station,lat_station,voltage,objectid,km_urban_fromstation,lat_urban_fromstation,lon_urban_fromstation,cost_trunk_upfront,km_site_spur,cost_spur_upfront,cost_trans_upfront,cost_trans_annual
954,1160,41.010708,-104.072739,954_1160,1.0349895429539222,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,88.32460782266428,226.23277817491666,855.6836813792042,42.111009426932455
956,1160,41.047657,-104.077698,956_1160,0.009063205859716794,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,87.8697350609348,225.06767672540022,854.5185799296878,42.03484412997153
954,1162,41.014431,-104.02377299999999,954_1162,14.332510585563895,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,84.22425129066632,215.73021187307646,845.181115077364,41.424433093546696
956,1162,41.051392,-104.028687,956_1162,16.757818588663234,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.74523380104857,214.50326662936612,843.9541698336536,41.34422492894371
958,1162,41.088333,-104.03363,958_1162,15.039427935908055,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.4698644855254,213.79794150185455,843.2488447061421,41.298116242173805
960,1162,41.12529,-104.038574,960_1162,13.27719038684735,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.39715015340649,213.6116925529611,843.0625957572487,41.285940730327155
962,1162,41.162251,-104.043518,962_1162,11.513537466920233,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.52785818993684,213.9464853469854,843.397388551273,41.307826886753986
964,1162,41.199211,-104.048462,964_1162,9.751896644399551,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.86110005955322,214.8000440077709,844.2509472120585,41.363625932321455
966,1162,41.236168,-104.053421,966_1162,7.983289760594269,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,84.3957044080615,216.1693682535151,845.6202714578027,41.45314173187366
968,1162,41.273132000000004,-104.05838,968_1162,6.220110963918141,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,85.1267075682784,218.04174425231434,847.4926474566018,41.57554315368138
970,1162,41.310097,-104.063354,970_1162,4.45320992697122,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,86.05035960972937,220.40756701174203,849.8584702160296,41.73020229783016
972,1162,41.347057,-104.068329,972_1162,2.6873142392155374,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,50.89989277150415,130.37390637072164,897.280801597977,41.8108532388046
974,1162,41.384029,-104.07330300000001,974_1162,0.9265701006295041,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,46.94181950509807,120.23578140925262,887.1426766365079,41.148101253869974
952,1164,40.981186,-103.96991,952_1164,0.01524147564762142,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,80.8380151988963,207.05677852893513,836.5076817332226,40.85743128730787
954,1164,41.018127,-103.97479200000001,954_1164,15.93074100450571,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,80.12733232372787,205.2364504775103,834.6873536817978,40.7384323566477
956,1164,41.055092,-103.979675,956_1164,17.080924812335706,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.62315522929751,203.94506195536542,833.395965159653,40.654011390283
958,1164,41.092048999999996,-103.984589,958_1164,17.080567645647232,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.33284302115082,203.20146241944687,832.6523656237345,40.605400619524154
960,1164,41.129005,-103.989502,960_1164,17.08271913723805,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.25589681114612,203.00437402824397,832.4552772325316,40.592516509003346
962,1164,41.165966,-103.994415,962_1164,17.085047357131618,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.39297531539036,203.3554840032297,832.8063872075172,40.61546935617544
964,1164,41.202927,-103.999329,964_1164,17.08731128228259,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.7431385629548,204.25238472279253,833.70328792708,40.674101769411486
966,1164,41.239891,-104.004272,966_1164,17.087476923039056,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,80.30596372503902,205.69399316220625,835.1448963664939,40.76834294895417
968,1164,41.276859,-104.009201,968_1164,17.085327980601722,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,81.07353830100433,207.66004241006385,837.1109456143514,40.896868001313365
970,1164,41.31382,-104.01413000000001,970_1164,17.090988742554966,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,82.04112775344775,210.13840552262388,839.5893087269114,41.05888416095635
972,1164,41.350788,-104.01907299999999,972_1164,17.088195156141538,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,83.20310790770685,213.11467685812704,842.5655800624146,41.25344969874618
974,1164,41.387749,-104.024033,974_1164,17.090626807374953,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,45.894326137239524,117.55275410154881,884.4596493288041,40.97270573639779
976,1164,41.424721000000005,-104.028992,976_1164,16.398678399728055,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,41.86985935592083,107.24457019839012,874.1514654256454,40.29883661672779
978,1164,41.4617,-104.033966,978_1164,14.675543790977235,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,37.866789581384495,96.99119213483073,863.898087362086,39.62855027781049
980,1164,41.498676,-104.038925,980_1164,12.943039028234676,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,33.89364613939255,86.81446674507315,853.7213619723284,38.96327489623548
982,1164,41.535641,-104.0439,982_1164,11.213693499395822,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,29.963602423290805,76.74813607958419,843.6550313068394,38.305216265579745
984,1164,41.572628,-104.048889,984_1164,9.480646403453724,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,26.092057460240227,66.83164288010589,833.7385381073611,37.65695284640478
986,1164,41.6096,-104.053864,986_1164,7.750343931014724,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,22.3139647115441,57.1545162014782,824.0614114287334,37.02433735398388
988,1164,41.646572,-104.058868,988_1164,6.0147011879160015,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,18.68496196174348,47.85926548561671,814.766160712872,36.41668595041413
990,1164,41.683559,-104.063873,990_1164,4.279951044007117,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,15.30894631373307,39.21201056946861,806.1189057967239,35.851395486773754
992,1164,41.720539,-104.068878,992_1164,2.5460890401890044,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,12.397709709726367,31.755230844261117,798.6621260715164,35.36392905852552
994,1164,41.757523,-104.073883,994_1164,0.8201642621261183,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,10.349672079029682,26.509430671227204,793.4163258984825,35.020999326404244
952,1166,40.984863,-103.920959,952_1166,0.6741248823412168,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,76.78441137777973,196.67396362968412,826.1248668339717,40.17868337190534
954,1166,41.021815999999994,-103.925812,954_1166,16.933975158963104,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,76.03526280450407,194.75511035452203,824.2060135588096,40.05324362621812
956,1166,41.058784,-103.93066400000001,956_1166,17.076743295070017,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,75.50336825889727,193.3927269404874,822.8436301447749,39.964181564414275
958,1166,41.095734,-103.935547,958_1166,17.07858201998646,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,75.19680531528732,192.6075031152358,822.0584063195233,39.912849720431154
960,1166,41.132702,-103.94043,960_1166,17.080557456713496,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,75.11508493186973,192.3981862574559,821.8490894617435,39.89916620760199
962,1166,41.169655,-103.945312,962_1166,17.08160786643991,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,75.25931884607982,192.767623947848,822.2185271521355,39.923317178668896
964,1166,41.206623,-103.950195,964_1166,17.08511276833214,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,75.62816746776934,193.7123849886029,823.1632881928905,39.98507832852934
966,1166,41.243584000000006,-103.955109,966_1166,17.0865724472469,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,76.22097536093996,195.2307905598484,824.681693764136,40.084339908959976
968,1166,41.280552,-103.960022,968_1166,17.085868649057126,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,77.03001710434488,197.30305293136618,826.7539561356538,40.21980835162058
970,1166,41.31752,-103.964905,970_1166,17.084905087393352,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,78.0461636254583,199.90578909030646,829.356692294594,40.389955056475245
972,1166,41.354485,-103.969849,972_1166,17.08814509672178,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,79.26876357282397,203.03733067885645,832.488233883144,40.594670959228935
974,1166,41.391459999999995,-103.974762,974_1166,17.09235997768944,-103.04881183658,41.1913555721994,345,47,386.2639890361796,40.873275,-98.47428,629.4509032042876,80.68143482678059,206.65571688298337,836.1066200872709,40.831212987282385
976,1166,41.428432,-103.979675,976_1166,17.097677516769313,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,41.1098414313729,105.29787639728735,872.2047716245427,40.171576873368515
978,1166,41.465412,-103.984619,978_1166,17.099311327735318,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,37.0243849729283,94.83347482799549,861.7403700552508,39.48749545421463
980,1166,41.502384,-103.989563,980_1166,17.097653625785824,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,32.95029378451172,84.39818402043277,851.305079247688,38.80531707089747
982,1166,41.539364,-103.994507,982_1166,17.100425289003034,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,28.890229290190508,73.99882088978853,840.9057161170438,38.125487360464334
984,1166,41.576344,-103.99945100000001,984_1166,17.103517266283795,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,24.852390740829797,63.6563868234213,830.5632820506765,37.44937923074691
986,1166,41.613323,-104.00441,986_1166,17.099876218663002,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,20.850017875232705,53.40479380764583,820.3116890349011,36.77920958441
988,1166,41.650303,-104.00936899999999,988_1166,17.1021264273499,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,16.90781962757218,43.30733078267357,810.2142260099289,36.11911576153462
990,1166,41.687286,-104.01434300000001,990_1166,17.11041255066955,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,13.080629805026192,33.504447899844955,800.4113431271003,35.47827930377065
992,1166,41.724277,-104.019318,992_1166,17.10462601292526,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,9.507885685672901,24.3532968474427,791.260192074698,34.88004801864972
994,1166,41.76125,-104.024307,994_1166,17.10619229862,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,6.619861569353395,16.95597309613966,783.862868323395,34.39646836087149
996,1166,41.798241,-104.029297,996_1166,16.31851637407535,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,5.595746423908828,14.332826271756238,781.2397214990116,34.22498736500268
998,1166,41.835228,-104.034302,998_1166,14.588178494691348,-103.961969251114,41.7983329998368,345,46032,470.6141734992324,40.873275,-98.47428,766.9068952272553,7.274120262039347,18.631777442631773,785.5386726698871,34.506019452539896
1000,1166,41.872219,-104.039291,1000_1166,12.858471136205242,-103.942528487555,41.8195131209575,345,24,469.4749518446266,40.873275,-98.47428,765.0504340509733,9.942329520239733,25.46607207597644,790.5165061269497,34.87221190801641
1002,1166,41.909214,-104.044312,1002_1166,11.119498635019395,-103.942528487555,41.8195131209575,345,24,469.4749518446266,40.873275,-98.47428,765.0504340509733,13.064408505024396,33.46289900587893,798.5133330568523,35.394982434234464
1004,1166,41.946205,-104.049316,1004_1166,9.389998228768263,-103.942528487555,41.8195131209575,345,24,469.4749518446266,40.873275,-98.47428,765.0504340509733,16.630673848711176,42.597455459625856,807.6478895105992,35.992128893192785
1006,1166,41.983204,-104.054337,1006_1166,7.653852697241162,-103.942528487555,41.8195131209575,345,24,469.4749518446266,40.873275,-98.47428,765.0504340509733,20.411711369561278,52.28212481522555,817.3325588661988,36.625237467337755
