row_full,col_full,latitude,longitude,rowf_colf,km2,lon_station,lat_station,voltage,objectid,km_urban_fromstation,lat_urban_fromstation,lon_urban_fromstation,cost_trunk_upfront,km_site_spur,cost_spur_upfront,cost_trans_upfront,cost_trans_annual
1202,2394,43.429844,-72.424805,1202_2394,0.055229826804721466,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,79.73269562919906,204.22563641363953,213.97535109055394,13.773880023513051
1204,2394,43.465472999999996,-72.409912,1204_2394,1.476616923218672,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,80.79104563455208,206.93647168248307,216.68618635939748,13.951093409823148
1206,2394,43.501095,-72.39502,1206_2394,4.600054001366889,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,82.04555843859426,210.14975418563662,219.89946886255103,14.161152899641483
1208,2394,43.53672,-72.380066,1208_2394,9.054355179500837,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,83.48396879048903,213.8340679696058,223.5837826465202,14.40200476157136
1210,2394,43.572346,-72.365143,1210_2394,9.579942193780614,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,86.98132582511592,222.79212414124274,224.00526052509258,14.61707809433126
1212,2394,43.607971,-72.350189,1212_2394,4.231442661328551,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,88.22514391404646,225.97801342781554,227.19114981166538,14.825346828094446
1214,2394,43.643589,-72.335205,1214_2394,0.2932625519577603,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,89.64178220337719,229.60656071225665,230.8196970961065,15.062553108775763
1216,2394,43.679210999999995,-72.32019,1216_2394,1.7283698842291642,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,91.22389979902619,233.65896318407658,234.87209956792643,15.327467754448415
1218,2394,43.714832,-72.305176,1218_2394,0.44457832509602746,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,92.96468835169951,238.11778208171705,239.3309184655669,15.618950754126006
1248,2394,44.248936,-72.07772800000001,1248_2394,1.9104380150820144,-71.9932987016884,44.3194191242705,450,47428,135.22233153816666,43.160166,-71.482142,220.35659843018968,10.33237093868425,26.4651158970954,246.82171432728506,11.294784172472719
1250,2394,44.284534,-72.062439,1250_2394,5.691841811962436,-71.9932987016884,44.3194191242705,450,47428,135.22233153816666,43.160166,-71.482142,220.35659843018968,6.742890873013253,17.271097746562994,237.62769617675266,10.693750568926824
1252,2394,44.320133,-72.047089,1252_2394,1.8011366274335412,-71.9932987016884,44.3194191242705,450,47428,135.22233153816666,43.160166,-71.482142,220.35659843018968,4.291808782730851,10.992948038469077,231.34954646865876,10.283333830469786
1192,2396,43.240906,-72.45004300000001,1192_2396,0.22299286028549653,-72.482983019426,42.7979176700848,345,16680,59.65097843462012,42.852376,-71.757261,97.20647877732713,49.28614914717897,126.24049765945801,223.44697643678515,12.471925717452518
1194,2396,43.276543,-72.435211,1194_2396,1.0842312961536145,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,73.43902660424928,188.10516598611676,197.85488066303117,12.72004868739066
1196,2396,43.312164,-72.42038000000001,1196_2396,3.2474252804572927,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,73.66446054255285,188.68258769694648,198.4323023738609,12.757796040717947
1198,2396,43.347782,-72.405518,1198_2396,9.688711520984352,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,74.11935027627547,189.8477326181664,199.5974472950808,12.833964179521702
1200,2396,43.383410999999995,-72.390625,1200_2396,14.371665247355654,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,74.80028359374208,191.59186078312388,201.34157546003829,12.947981752563972
1202,2396,43.419028999999995,-72.375732,1202_2396,16.25464036658118,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,75.7023365868379,193.90236019795063,203.65207487486504,13.099024285496496
1204,2396,43.454651,-72.36084,1204_2396,17.121006790919107,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,76.81850291363006,196.7612849669399,206.51099964385432,13.285918614835268
1206,2396,43.490269,-72.345886,1206_2396,17.075958184243156,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,78.13503858876042,200.13343153734004,209.88314621425445,13.506363405318432
1208,2396,43.525887,-72.330933,1208_2396,17.169650902462834,-71.5798312830719,43.0644107942405,230,32394,3.80643217206806,43.030716,-71.588306,9.749714676914413,79.64634695316764,204.00446474526896,213.75417942218337,13.759421535106073
1210,2396,43.561501,-72.315979,1210_2396,17.17238198123931,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,83.00574548599133,212.60915693482684,213.82229331867669,13.951394671190812
1212,2396,43.597122,-72.300995,1212_2396,13.032063407385952,-71.4700743446155,43.1406079742476,230,43504,0.4736263073960763,43.14444067515808,-71.46752478957025,1.2131363838498308,84.30851731290403,215.94604907616784,217.15918546001768,14.169534800513704
