latlon,km2
42.5_-96.875,33.788288332572094
41.0_-91.25,2444.8242362882015
41.5_-91.25,2558.4441957317367
41.5_-90.625,1257.7889330879632
42.0_-91.25,2863.65524498694
41.5_-91.875,2848.2035459004783
42.0_-90.625,2829.8777225866943
41.0_-91.875,2917.558950005672
40.5_-91.25,819.5616918317344
40.5_-91.875,970.9012305243468
42.5_-91.875,2853.3752239285677
42.5_-91.25,2800.3400577539896
43.0_-91.25,1885.6355632751226
42.5_-90.625,1267.9298699564022
42.0_-91.875,2649.7114932887957
40.5_-94.375,1051.6698360948274
42.0_-96.25,1250.1419982028726
41.5_-96.25,374.6660551728819
41.0_-92.5,2915.1517830780667
41.5_-92.5,2889.5229857841277
40.5_-92.5,915.3167092907718
43.0_-96.875,32.142987025014094
42.0_-90.0,404.4786779773511
43.5_-91.25,849.2231619881549
43.0_-91.875,2830.780082260081
40.5_-95.0,1015.2481813595714
40.5_-95.625,780.7727582421992
41.0_-95.0,2920.47651361067
41.0_-94.375,2919.163555550007
41.0_-93.75,2919.154886780181
41.5_-94.375,2897.8978234758592
40.5_-93.75,1016.3892227351866
43.5_-91.875,1418.4911998995406
41.0_-93.125,2919.0455638041344
41.5_-93.125,2896.1028804496873
41.5_-93.75,2371.091884369716
42.0_-93.125,2874.9593090689755
42.0_-92.5,2873.638087563466
42.5_-92.5,2833.9636989650935
42.0_-93.75,2852.15307196481
42.5_-93.125,2848.0430496669933
42.5_-93.75,2853.375223928568
42.0_-94.375,2875.7483166468382
42.5_-96.25,2265.5030392502385
41.0_-95.625,2491.165963592368
41.5_-95.625,2812.2478706241905
42.0_-95.625,2864.8487357355016
41.5_-95.0,2897.851318898873
40.5_-93.125,969.6652979791285
43.5_-92.5,1418.4065539711469
43.0_-92.5,2831.9125549392015
43.0_-93.125,2810.074387703593
43.5_-93.125,1422.7237825258564
43.0_-93.75,2824.173309954089
43.5_-93.75,1424.2768881930124
42.0_-95.0,2875.690045300134
43.0_-94.375,2821.02078458122
42.5_-94.375,2853.3752239285677
43.5_-94.375,1417.2468866469007
43.0_-96.25,2593.407664187737
42.5_-95.625,2851.008499412545
43.5_-96.875,22.77263932298878
43.5_-96.25,1385.5519525484967
43.5_-95.625,1425.7103653044658
43.0_-95.625,2828.4143108945345
43.5_-95.0,1348.6365494596855
43.0_-95.0,2829.2891044345824
42.5_-95.0,2853.6868442595114
