latlon,km2
26.5_-96.875,0.09512795775768261
27.5_-96.875,18.235919567466013
27.0_-97.5,1717.0911360550474
28.0_-96.875,656.0872388536501
27.5_-97.5,2150.5169247643616
28.5_-95.625,66.52128690179649
29.0_-95.0,512.4298275295685
29.0_-95.625,2891.497373324901
29.5_-95.0,1002.0710190678369
32.0_-98.75,3254.798338029968
31.5_-98.75,3249.4820808846557
32.0_-98.125,3274.3597832674527
32.5_-98.75,3248.3846213195457
32.0_-99.375,3269.867340787783
26.5_-97.5,2231.906599997212
26.0_-96.875,47.10499468764831
29.5_-100.0,3358.765923055837
30.0_-100.0,3342.3915229771637
30.0_-100.625,3342.391522977164
30.0_-99.375,3342.391522977232
30.5_-100.0,3325.762638233318
28.5_-96.25,998.9172213416521
29.0_-96.25,3301.591438350369
28.5_-96.875,2897.2270475669006
29.0_-96.875,3363.0432884884076
29.5_-96.25,3352.043651400677
28.5_-97.5,3387.281044535761
29.5_-95.625,2225.6236139638554
28.0_-97.5,2928.963075085079
29.5_-94.375,720.3462934825778
29.5_-93.75,38.86901786895776
30.0_-94.375,2969.9705375361937
30.0_-93.75,721.3865534667714
30.5_-93.75,1907.7864647892632
34.0_-95.0,587.9168423245258
33.5_-94.375,2087.898918500689
33.5_-95.0,3170.8074362890115
34.0_-95.625,839.5351673054363
30.0_-95.625,1651.6163512186495
30.0_-96.25,3342.391522977164
30.0_-96.875,3342.3915229771637
30.5_-96.25,3309.484351355902
30.0_-95.0,2350.855911686503
29.5_-96.875,3355.9110497756938
30.5_-95.0,3092.1215155611576
30.5_-94.375,3011.000989709939
30.5_-95.625,3165.525811418223
31.5_-98.125,3291.745678289226
32.5_-98.125,3238.389294556798
32.0_-97.5,3264.8174267132526
30.5_-96.875,3294.396010258301
31.0_-96.25,3308.8803298739117
26.5_-99.375,311.7217196436466
29.0_-100.0,3374.884796702534
29.0_-100.625,1870.0579911050008
28.5_-100.0,3372.1497434687294
29.0_-99.375,3374.884796702602
29.5_-100.625,3236.4502501322836
29.5_-99.375,3358.765923055905
28.5_-100.625,425.09830669210726
32.5_-99.375,3245.264024617645
33.0_-98.75,3131.3284590728745
28.0_-98.125,3381.528064493979
26.0_-97.5,1385.5976761514205
29.5_-101.25,960.7974990538156
30.0_-101.25,3300.4656425736175
31.0_-100.0,3308.8803298739117
31.0_-99.375,3308.8803298739795
31.5_-100.0,3257.517725620336
31.0_-100.625,3308.8803298739117
31.0_-98.75,3282.3768795583587
30.5_-99.375,3325.7626382333856
31.5_-99.375,3266.4681211359816
30.5_-100.625,3325.762638233318
30.5_-98.75,3281.6918494398697
33.5_-93.75,34.549666230176044
33.0_-94.375,3152.5086632305947
33.0_-95.0,3199.9267882979434
33.0_-95.625,3205.194902965074
32.5_-95.0,2932.118121310173
33.0_-93.75,88.76739259501149
33.5_-95.625,3217.893007180345
32.0_-95.0,3239.033758383375
32.5_-95.625,3159.430147195721
32.5_-94.375,3189.3856826931064
32.0_-95.625,3135.8703718049233
32.0_-94.375,3258.5403165049815
31.5_-95.0,3203.2555039925296
34.0_-96.25,285.85581986462694
34.0_-96.875,584.7601498464775
31.0_-95.0,3160.1469474505743
31.0_-94.375,3045.2574985898063
31.0_-95.625,3295.4442966754586
31.5_-95.625,3271.900818898533
31.5_-94.375,3082.4099083110614
31.5_-96.25,3279.340547341179
31.0_-96.875,3308.8803298739117
31.5_-96.875,3143.81306326403
31.5_-97.5,3180.8170360157824
32.0_-96.875,3271.9057817577504
31.0_-97.5,2928.496753855584
32.0_-96.25,3224.7305659890762
32.5_-97.5,2507.1324313172345
28.5_-98.125,3390.7471213740273
29.0_-97.5,3374.2821126392673
27.0_-99.375,1671.034572804722
27.5_-100.0,70.89571183266928
28.0_-100.0,1721.1223969509733
28.0_-99.375,3406.3518936878727
27.5_-99.375,2502.224530335786
28.5_-99.375,3390.747121374096
32.5_-96.25,3055.0978432280817
32.5_-96.875,2116.8988321161764
33.5_-96.25,3151.351610177708
33.0_-96.25,2720.1610995714177
33.5_-96.875,3093.787996019085
34.0_-97.5,968.1285897432848
33.0_-99.375,3235.9113280198117
33.0_-100.0,3238.8387593878956
33.5_-99.375,3195.228840278431
33.0_-98.125,3186.3138589886817
33.5_-98.75,3221.74385155064
34.0_-100.0,3202.017000913038
34.0_-99.375,3118.0107125213426
34.5_-99.375,711.4832981161413
34.0_-98.75,2433.1668301459777
33.5_-98.125,3179.34303927114
34.5_-100.0,2399.5822637246006
33.5_-100.0,3220.7059275868637
34.0_-98.125,1836.0704031180685
33.5_-97.5,3216.8931623205126
35.5_-100.0,1569.2318639542596
35.0_-100.0,1578.0232377424147
35.0_-100.625,3159.7802203691513
30.0_-104.375,2929.3215973546135
30.0_-105.0,24.641416799533488
30.5_-105.0,945.2055071272405
29.5_-104.375,1272.28787162239
31.0_-98.125,3231.7733664058
30.5_-97.5,2697.974650465152
31.0_-105.625,1239.420416005843
32.0_-106.875,41.273564355160026
31.0_-105.0,3231.3244711719904
30.5_-104.375,3170.804882294028
29.0_-103.125,22.3467039143711
29.0_-103.75,29.034718390106477
31.5_-102.5,3291.745678289226
32.0_-102.5,3267.86733518133
31.5_-103.125,3278.872166408172
31.0_-102.5,3308.8803298739117
31.5_-101.875,3291.745678289226
30.0_-101.875,3077.1588690766657
29.5_-102.5,165.37402714891218
30.5_-101.25,3325.762638233318
31.0_-101.25,3308.8803298739117
31.5_-100.625,3291.9507569167663
31.5_-101.25,3291.745678289226
32.0_-101.25,3248.607577469117
32.0_-101.875,3144.8923322182645
31.0_-101.875,3308.8803298739117
32.5_-100.0,3115.4041477371184
33.0_-100.625,3238.4114088535616
32.0_-100.0,3266.85291454704
32.0_-100.625,3274.2425664718535
32.5_-100.625,3234.8442484731954
32.5_-101.25,3239.2655260081197
31.0_-93.75,2536.2351068606545
31.5_-93.75,1512.6899982313753
27.0_-98.75,3436.784863154139
