Location ID,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,psm3id,eGRID,avert,ico9lon,ico9lat,ico9index,km2,lon_station,lat_station,voltage,objectid,km_urban_fromstation,lat_urban_fromstation,lon_urban_fromstation,cost_trunk_upfront,km_site_spur,cost_spur_upfront,cost_trans_upfront,cost_trans_annual
100390,47.65,-124.14,-8,213,-8,241556,NWPP,Northwest,-124.15225262273864,47.65948146172696,39140,183.92300157858452,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,91.37447808225247,234.044651206779,265.37366382948824,16.659877326233044
100499,47.29,-124.14,-8,95,-8,237143,NWPP,Northwest,-124.1550182459487,47.30114105713437,39149,249.38781420491182,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,62.47313755166906,160.0173702213838,191.34638284409303,11.820547805355364
100647,48.01,-124.14,-8,355,-8,246029,NWPP,Northwest,-124.14944834885364,48.01781323588322,38968,172.10605521614661,-123.417514315742,48.1004947612345,230,406,66.72447480421695,47.64219823740501,-122.84170603567945,170.9066553403564,54.78983362286258,140.33751840855626,311.24417374891266,16.592476569683452
100787,46.93,-124.14,-8,0,-8,232763,NWPP,Northwest,-124.15774138159009,46.94279445317999,39023,13.30760519252817,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,51.57875615007345,132.1127326380661,163.44174526077532,9.99635901132166
100865,47.41,-124.1,-8,115,-8,238611,NWPP,Northwest,-124.09021784035912,47.42200759087842,9799,192.00731277005352,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,68.76014087583724,176.1207672642239,207.44977988693313,12.873263015997845
100976,47.77,-124.1,-8,226,-8,243045,NWPP,Northwest,-124.08700058509869,47.7803404940964,39141,112.79283365780344,-123.124100277758,47.2284637176979,230,399,18.05096981634039,47.081238,-123.02373,46.23537144372534,95.03302503697844,243.41557582285927,289.6509472665846,17.91949445916787
101000,48.13,-124.1,-8,277,-8,247524,NWPP,Northwest,-124.08373513632624,48.13867003012657,9761,97.05216219007244,-123.417514315742,48.1004947612345,230,406,66.72447480421695,47.64219823740501,-122.84170603567945,170.9066553403564,50.92282215672314,130.43263721196524,301.33929255232164,15.944972253201723
101275,47.05,-124.1,-8,28,-8,234219,NWPP,Northwest,-124.09339089654577,47.063659919133435,39132,127.98400638670091,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,49.14771385244478,125.88591243007258,157.2149250527818,9.589297797501233
101929,46.81,-124.02,-8,52,-8,231311,NWPP,Northwest,-124.0323679045402,46.82621961136189,39024,298.345350884804,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,45.830770457508244,117.38996393073627,148.71897655344551,9.03389857395274
102036,46.45,-124.02,-8,0,-8,226964,NWPP,Northwest,-124.03606073787284,46.468090213668354,39030,120.72689840701685,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,71.57591524872463,183.33303205424752,214.66204467695675,13.344744954090828
102225,47.17,-124.02,-8,45,-8,235682,NWPP,Northwest,-124.02873978564251,47.184490770871754,39147,190.95278924507903,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,47.75875290353763,122.32825729868912,153.65726992139835,9.356725895990998
102298,47.53,-124.02,-8,319,-8,240082,NWPP,Northwest,-124.02511902215477,47.54283255008738,39145,172.4500587547892,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,75.2664303430159,192.7858391853508,224.11485180806002,13.96269617417868
102314,47.89,-124.02,-8,532,-8,244538,NWPP,Northwest,-124.02142700872696,47.901183493504455,39168,6.233815679904763,-123.417514315742,48.1004947612345,230,406,66.72447480421695,47.64219823740501,-122.84170603567945,170.9066553403564,50.69129836542552,129.83961708076902,300.7462724211254,15.906205196122606
102488,47.29,-123.98,-8,103,-8,237147,NWPP,Northwest,-123.96379378995329,47.30528631078546,39148,192.00580922346782,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,52.97616151188133,135.69201710964907,167.0210297323583,10.230344871350315
103100,47.65,-123.94,-8,289,-8,241561,NWPP,Northwest,-123.95971947688416,47.66362050243618,9800,32.07667846121679,-123.124100277758,47.2284637176979,230,399,18.05096981634039,47.081238,-123.02373,46.23537144372534,77.3559941547547,198.13800363823538,244.37337508196072,14.9595979346697
103220,48.01,-123.94,-8,565,-8,246034,NWPP,Northwest,-123.95556248382582,48.02196745921624,39169,34.712097451587645,-123.417514315742,48.1004947612345,230,406,66.72447480421695,47.64219823740501,-122.84170603567945,170.9066553403564,40.22770630542886,103.03839418516492,273.9450495255213,14.154149096967647
103515,47.05,-123.9,-8,57,-8,234224,NWPP,Northwest,-123.90301546160265,47.06770356387349,39139,187.78091519894616,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,34.315737092127016,87.89560156393743,119.22461418664668,7.105785902500266
103536,47.41,-123.9,-8,114,-8,238616,NWPP,Northwest,-123.89855196731143,47.42604418682767,39146,138.27167954853624,-123.464793705564,46.9683787948769,500,116,33.297851410203,46.985972,-123.027928,31.329012622709236,59.147032742685255,151.49795587031016,182.8269684930194,11.263614566406961
