Location ID,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,psm3id,eGRID,avert,ico9lon,ico9lat,ico9index,km2,lon_station,lat_station,voltage,objectid,km_urban_fromstation,lat_urban_fromstation,lon_urban_fromstation,cost_trunk_upfront,km_site_spur,cost_spur_upfront,cost_trans_upfront,cost_trans_annual
1000224,36.65,-82.34,-5,487,-5,1013207,RFCW,Great Lakes - Mid-Atlantic,-82.34974185797009,36.66866143303553,14483,181.30289984707161,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,66.20642854424565,169.57974263159304,196.00141683926802,12.232655813108595
1000238,36.89,-82.34,-5,531,-5,1013221,RFCW,Great Lakes - Mid-Atlantic,-82.32021272515358,36.90099515048736,14471,182.9440135351657,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,58.956454201353566,151.00981203442066,177.43148624209564,11.018697767597297
1000385,37.25,-82.34,-5,559,-5,1013368,RFCW,Great Lakes - Mid-Atlantic,-82.35599863860055,37.24600125302507,3650,131.86438992676426,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,69.100293368345,176.99202664799225,203.41370085566723,12.717213456996223
1001049,37.13,-82.3,-5,543,-5,1014032,RFCW,Great Lakes - Mid-Atlantic,-82.29050203606475,37.13332313952776,14475,182.94991685009126,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,59.845926389682056,153.28808724260384,179.70976145027882,11.167633731810541
1001297,36.57,-82.3,-5,574,-5,1014280,SRTV,Southeast,-82.28474658357361,36.5559816595161,3653,27.98533193160521,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,67.76744911510367,173.57810763132738,199.99978183900237,12.494037907937608
1001738,37.37,-82.26,-5,405,-5,1014721,RFCW,Great Lakes - Mid-Atlantic,-82.26330758579736,37.37048755988899,16496,44.617937114754845,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,71.65126567965473,183.526033050756,209.947707258431,13.144356121884007
1002183,36.77,-82.26,-5,663,-5,1015166,RFCW,Great Lakes - Mid-Atlantic,-82.25506076008014,36.78829425990107,14485,182.94000993120204,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,54.4303671267524,139.4167885453783,165.83846275305328,10.260835800225843
1002667,37.01,-82.22,-5,803,-5,1015650,RFCW,Great Lakes - Mid-Atlantic,-82.2252002405761,37.02060910014935,3649,182.94936267623558,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,49.10746576426878,125.78282183019618,152.20449603787117,9.369552793026624
1003143,36.89,-82.18,-5,654,-5,1016126,RFCW,Great Lakes - Mid-Atlantic,-82.160086554756,36.90785664617033,14495,180.05091882455864,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,44.73056348022592,114.57191710127569,140.99359130895067,8.636670786714443
1003380,37.25,-82.18,-5,574,-5,1016363,RFCW,Great Lakes - Mid-Atlantic,-82.19515114087748,37.25291367325345,14474,186.87910346176875,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,57.50441596986441,147.29059208854179,173.71226629621677,10.775564011512435
1003820,36.69,-82.18,-5,642,-5,1016803,RFCW,Great Lakes - Mid-Atlantic,-82.19010312037433,36.67556277391561,14484,164.2432988349983,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,51.52335616381453,131.97083228762952,158.3925064953045,9.774076926339923
1004077,36.57,-82.14,-5,556,-5,1017060,SRTV,Southeast,-82.1253342498916,36.56279542698291,14478,13.395984289909642,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,56.68625241953477,145.19496531413074,171.61663952180572,10.638568185390577
1004526,37.13,-82.14,-5,599,-5,1017509,RFCW,Great Lakes - Mid-Atlantic,-82.12988821533673,37.14014706846847,14476,182.95387144032745,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,47.03686560644731,120.47923047846453,146.9009046861395,9.022845121834838
1005259,36.81,-82.1,-5,831,-5,1018242,RFCW,Great Lakes - Mid-Atlantic,-82.09516508665166,36.79506876418637,3652,182.94099089647528,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,39.47784796715353,101.11772293297824,127.53939714065322,7.757139914425514
1005420,37.37,-82.1,-5,539,-5,1018403,RFCW,Great Lakes - Mid-Atlantic,-82.10218485012672,37.37727436442758,16495,174.9449695820422,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,62.21081129179951,159.34545330013714,185.76712750781212,11.563617347455788
1006034,37.01,-82.06,-5,648,-5,1019017,RFCW,Great Lakes - Mid-Atlantic,-82.06481301038986,37.02734366688748,14497,182.95458542542306,-81.6796453281065,36.9216769799334,500,60648,28.082116483244402,36.738656999999996,-81.897033,26.42167420767499,35.260857891573764,90.31641394500153,116.73808815267651,7.051034101084219
