,AK,AL,AR,AZ,CA,CO,CT,FL,GA,HI,IA,ID,IL,KY,MA,MD,ME,MI,MN,MO,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2009-12-01,154.72727700000004,1004.6509980000001,470.703503,542.43071,1240.1108530000006,100.01272200000001,35.469235999999995,31.686361,520.729161,3.991616,73.504678,419.10444599999994,1.1977400000000002,312.840862,73.41036400000002,229.843601,245.20603100000005,59.449361,28.952187999999996,58.822532,842.3858170000001,599.3135209999999,141.008,21.830138,119.31787299999998,2.930898,10.216968000000001,203.343302,2293.466134,37.903248999999995,94.842167,578.460837,50.637521,376.47317200000003,302.078,1028.771709,170.630964,59.488088999999995,180.505593,93.83976700000001,5355.692888999999,72.26138200000001,24.284,67.646448
2010-01-01,130.87554500000002,733.217726,508.41537000000005,553.839777,1286.0856119999996,121.787342,26.966897,24.828621,379.42219700000004,5.262115000000001,67.809565,502.9407919999999,0.552336,263.143522,57.118344,191.3226,239.291371,60.86721699999999,20.754608,118.75220300000001,539.0834920000001,611.7098849999999,162.395,41.42947000000001,78.64207300000004,1.611508,5.226795,179.24696899999998,2049.8079190000003,31.929702000000002,170.643745,619.3641950000001,47.55620900000001,313.21741499999996,303.506,876.4991510000001,237.89498999999998,44.86972200000001,167.74977500000003,70.221451,4369.2529570000015,122.434346,16.292,28.724681
2010-02-01,93.60980700000002,769.293179,341.828869,382.134855,1405.2677949999986,131.80691700000003,23.576438000000007,25.465717,412.75440399999997,3.7674150000000006,59.19056200000001,436.84934799999996,0.40249799999999997,282.297941,51.087105,133.014981,215.26208000000003,42.185202000000004,20.662852,106.91734699999999,478.93426,656.5039290000001,136.168,36.16353600000001,66.76710399999999,1.4136330000000001,4.192278,124.68346700000001,1839.3456310000008,15.288620000000002,251.154932,559.1679000000003,32.315083,334.5467060000001,227.878,897.0249119999999,98.33579,35.988856,165.63135300000002,62.922869000000006,3872.554433,94.36306800000003,20.083,25.734877
2010-03-01,116.99597500000002,607.015458,233.789852,549.953645,1978.7741599999995,133.84733800000004,32.482266,21.432012000000004,348.405306,7.1310590000000005,46.777046999999996,421.5950589999997,0.6528120000000001,240.303093,69.623951,271.815426,243.37003600000006,114.66704600000001,36.81493,110.66074499999999,413.091204,471.831662,113.016,28.579274,133.56566199999997,1.73573,4.829857,218.39956600000002,2161.8566920000007,16.165056999999997,205.70211799999998,573.4161330000001,61.445504,168.100185,153.295,525.4486039999999,237.84536300000002,41.462195,130.209808,91.719432,3826.378821999999,78.700076,17.705,33.361377999999995
2010-04-01,130.03966400000002,277.48624100000006,273.033878,556.718669,2503.7015250000004,124.55565700000002,36.624476,14.822591000000001,230.627993,8.802106,49.55033,477.670489,0.861602,175.434067,74.02156600000002,189.88358,270.067594,126.82953100000002,27.704099000000003,99.868592,380.10942400000005,291.877527,87.449,30.273662000000005,161.29602999999997,1.497438,5.012228,219.316704,1907.5756920000006,41.491033,186.405892,528.150624,43.69262700000001,114.14111600000003,208.939,220.70065400000001,110.79016200000001,43.027770000000004,115.254732,112.46170400000001,3779.428512,170.961439,20.979,79.541694
2010-05-01,106.29750800000002,426.78185300000007,183.058212,590.0476189999999,3822.765634999998,48.191379000000005,26.369065999999997,14.619789999999998,293.817009,4.7268609999999995,80.527242,788.1058559999997,1.2588130000000002,296.583804,57.40375199999999,154.35198,206.57009,80.69974,24.117917000000002,145.140334,892.1365149999999,291.15792700000003,133.63,49.199561,96.19562199999999,1.494458,7.227982,202.93789,1924.761926,30.781234,179.75851500000002,667.0531599999998,39.17067000000001,111.184406,398.29,397.58813399999997,114.603066,62.049043,75.27386400000002,89.31308899999999,5777.077175,127.18490499999999,23.215,150.507132
2010-06-01,125.120667,250.673259,338.713701,548.2740640000001,4302.642082000001,152.03809799999996,19.615006,12.388627999999999,253.144258,5.230529000000001,68.677381,1221.9722339999998,2.1010800000000005,159.954446,38.18342000000001,77.694847,169.643609,122.775368,28.938833,104.229049,1458.666956,280.940521,136.73,41.959678000000004,64.24750499999999,1.4336470000000001,9.922434,259.868864,1919.4339340000004,48.505005999999995,205.34335799999997,893.327245,21.479172000000002,118.30205900000001,371.246,373.00029199999994,122.790032,85.17972400000001,86.80924,68.90889600000001,7258.682237,173.94374900000005,20.087,184.980168
2010-07-01,135.23527499999997,170.40211,237.342632,654.603373,4045.3334679999984,147.674487,15.987995000000002,8.971435000000001,240.61445100000003,5.756074000000001,88.55049900000002,1109.333066,1.8927440000000002,110.12308999999999,26.105931000000005,44.001543,164.864125,59.38799700000001,31.033503,118.152708,1026.1845210000001,180.05448599999997,142.609,54.101515000000006,35.607674999999986,1.4665160000000002,8.725783000000002,219.41000799999998,2006.7832690000005,51.749213,238.721074,547.4586190000001,12.454797000000001,72.727419,534.668,319.98417600000005,86.42794000000002,74.90700299999999,74.69958399999999,47.45068500000001,6184.770958000001,185.77200699999995,12.877,169.056482
2010-08-01,124.622609,236.143201,168.330046,619.7391140000001,3410.3634389999993,95.212954,16.019233,9.988524000000002,225.32113899999996,5.009526,95.190792,920.5061389999998,1.87911,147.36633899999998,25.696584,42.474359,159.02012000000002,31.721079000000007,27.967971,31.978403,691.533407,252.75382399999998,160.791,58.158521,46.88047599999999,1.40694,6.98615,194.830618,1927.9675949999998,43.604235,74.494678,405.207638,11.313912000000002,95.82109899999999,662.067,607.3870730000001,61.687773,59.973016,79.68470199999999,36.970169999999996,4357.1711319999995,163.88373700000005,9.852,127.340804
2010-09-01,106.32667200000002,184.28433900000002,97.353344,460.641946,2560.5852370000002,162.60145900000003,13.650611999999999,8.567657,191.98711600000001,4.259232,112.10395,627.9733359999996,1.1894749999999998,114.30849200000002,13.035125000000003,31.904665,159.49226800000002,33.693374,29.689783000000002,79.83868700000001,692.873876,242.02043000000003,257.682,68.49191900000001,26.935245000000002,1.310783,5.779438,169.86640400000002,1810.4511219999997,23.811953000000003,77.51207699999999,466.40406300000006,7.402981000000001,64.66268299999999,696.419,497.93465599999996,118.840682,49.613929999999996,70.103665,19.529158000000002,3099.4252980000006,90.94162800000002,7.229,85.811815
2010-10-01,105.97938300000001,182.388738,66.06969099999999,495.10484499999995,1913.0297230000008,21.88954600000001,30.632687,10.720583999999999,182.177297,4.973339,104.558739,400.19028399999996,0.6596380000000001,87.850917,63.960748999999986,175.74471499999999,203.789457,43.226135,31.948271999999996,19.794349,526.3702430000001,245.81704600000003,288.63,63.88203699999999,146.04686900000002,1.454807,4.304919,88.949772,1870.4048789999997,38.46202500000001,18.241291,509.714385,38.719226,62.589091,647.544,451.361434,24.709813,36.95583300000001,50.546097,92.435369,4073.2035739999997,138.88166000000004,13.933,20.474892
2010-11-01,106.222881,253.535258,65.654472,625.628308,2008.8692319999998,20.853511,28.85748,10.963684,166.44519600000004,7.305076000000001,96.08089,351.2301169999999,0.687998,139.29690999999997,65.50799,141.033964,203.90140399999999,45.691503000000004,37.407582000000005,9.235118,605.1183050000001,268.66426399999995,254.669,58.702343,116.73823200000002,1.575196,5.049353,141.932117,2062.681612,51.838471,22.003534,522.120684,33.761106,61.615004,604.626,541.100129,19.706438000000002,43.34647100000001,78.32251000000001,109.12066699999998,4751.972479000001,176.53389700000002,17.84,22.438322
2010-12-01,120.15840299999998,411.38363799999996,101.97193299999999,585.473785,3166.984112000001,27.14590200000001,27.368143999999997,14.704756999999999,219.19063399999996,8.199668,70.358003,506.54214,0.7828940000000001,327.063379,61.741282999999996,214.15334,215.82322599999998,64.811808,31.964650000000002,20.526465,844.2177969999999,378.11449899999997,168.349,42.986484000000004,103.57650699999998,1.718344,5.889783,137.853621,2202.444728999999,31.586451,25.812786,648.2503539999999,47.200713,70.008817,430.323,827.242785,20.752180999999997,50.561187000000004,71.86367,70.73851,4962.871603,130.986758,18.204,24.390755000000002
2011-01-01,131.77330300000003,366.85410699999994,119.25049999999999,589.46517,3156.855245000001,153.97575400000005,35.985057,11.76681,192.39904699999997,0.424591,59.252146999999994,943.2195610000002,0.7941469999999999,228.619948,53.32627200000001,68.45757499999999,233.28614499999995,41.655187999999995,29.132963,28.893625,640.4402500000001,277.69927800000005,221.038,54.310182,73.23744899999997,1.718833,5.9306719999999995,137.039457,1930.7093239999997,42.000333999999995,37.839960999999995,843.5682839999996,20.722004000000002,87.27160999999998,375.911,626.996248,11.648449000000001,73.887987,60.58939099999999,75.08629599999999,6412.254657999999,170.61530099999996,20.42,24.405673
2011-02-01,126.74848599999997,287.29061199999995,95.077194,597.586649,2298.6321820000007,142.38186299999998,29.837367999999998,12.989291,206.40764700000003,2.013013,51.399199,1027.7508370000003,1.108184,184.703868,38.660379000000006,150.369595,208.50560000000002,50.80517599999998,26.446819999999995,44.243241999999995,940.7494350000001,233.99668499999996,217.196,47.11221200000001,54.456703999999995,1.553733,6.92915,163.784694,1673.7209679999999,32.137526,56.57454,785.1682709999997,36.186713999999995,61.933125999999994,292.309,526.845143,35.54105800000001,86.32766199999998,47.41678,54.884549000000014,6600.9758520000005,118.84197900000004,16.128,32.980858999999995
2011-03-01,146.36067,733.786647,91.317508,763.503839,3764.7048570000006,163.742686,41.726581,22.667696,300.733792,9.234842,60.441767,1140.964658,1.4732659999999997,296.572462,73.406605,341.784201,235.33443999999992,127.745948,37.405851000000006,164.94680300000002,969.2036760000001,448.23556700000006,201.524,55.400579,100.58517899999998,2.1979,8.151374,235.60040700000005,2229.4303239999995,2.6271859999999996,147.48775899999998,944.0210570000002,85.80506400000002,115.303577,293.69,1000.293785,31.389917,101.55488700000001,93.34638299999999,112.74553199999998,6548.56553,40.330073000000006,8.111,105.796252
2011-04-01,99.05225399999999,654.421259,100.267584,792.804091,4449.35027,167.41531600000005,50.45758699999999,21.470867,267.071958,8.393242999999998,66.33810199999999,1073.119159,1.545483,310.82624799999996,72.361071,321.89734999999996,224.085419,197.35662100000002,36.271543,62.925777000000004,1099.9879430000003,393.45043300000003,135.8,60.805127,190.116953,2.004573,8.550317,210.041437,2021.7942380000006,7.298471,109.14966399999999,908.5809320000001,81.39390199999998,152.502045,498.088,812.037176,70.292306,106.52517099999997,106.894571,105.737196,6879.602349999999,55.954094999999995,10.712,150.81565400000002
2011-05-01,98.513809,254.27435,255.83711300000002,822.4923489999999,4943.6001240000005,191.08523000000008,57.66631,17.975227999999998,218.17296399999995,15.186689,103.26145,1034.666936,1.3871710000000002,281.12680800000004,83.352372,329.47666499999997,237.51933699999998,116.57386400000001,41.675110000000004,99.311848,1284.2663980000002,240.75442200000003,280.618,94.64885100000001,234.367892,2.28669,9.206976000000001,230.78861699999996,2360.2208990000004,10.152094000000002,250.087475,935.7567910000001,79.21873000000004,79.783461,643.779,497.174422,91.46452799999999,114.70624699999999,94.44919999999999,115.15200600000001,7199.4534300000005,64.76792,17.751,177.839189
2011-06-01,90.97823500000001,196.50677900000002,302.233453,933.3037029999999,4818.136825000001,176.15481099999994,33.989982000000005,13.025409999999999,205.338325,11.134124999999997,102.328438,1287.7666659999995,1.773658,315.56745400000005,65.42401,151.49122,192.423175,76.68801200000001,43.015972000000005,108.53889500000001,1376.037665,252.21373100000002,219.4,93.79365999999997,78.95176,2.1386410000000002,10.063892,228.728879,2342.8223389999985,57.905705999999995,90.941236,921.5178740000002,40.66317800000001,67.254236,741.429,508.432516,93.033746,125.38222999999999,78.291182,100.26985099999999,7008.062157000001,216.54866200000004,20.104,159.826335
2011-07-01,85.484093,204.606628,288.07949999999994,1027.849567,4820.417235999998,186.10271600000004,22.253777000000003,10.286633,201.945043,1.903075,96.432632,1500.631666,1.170521,192.69317200000003,28.767400000000006,59.904296,159.190173,33.263488,34.46738,24.875352,1373.3027179999997,223.45003500000007,207.222,88.3896,39.267491,1.991857,10.792843000000001,242.34847599999998,2259.6612060000007,54.58423299999999,23.092425000000002,822.7678930000001,18.567572000000006,87.729335,791.484,506.96722300000005,72.005602,134.463964,63.943485,25.964612000000002,8061.711559000002,225.58861599999997,13.486,159.737001
2011-08-01,85.13322099999998,200.6612,323.118197,986.0658549999999,3897.8842170000016,45.93579999999999,23.521787999999997,10.666780999999999,232.43322999999995,3.5066610000000003,93.450559,1134.8358050000002,1.7437839999999998,137.83819599999998,26.846867,83.00532700000001,163.69336200000004,30.584208000000004,36.300769,9.919106,1049.367097,232.05660299999997,222.944,85.65624700000001,47.196614000000004,1.924422,8.829049000000001,197.835727,2148.279157,45.639813000000004,38.108158,550.9846559999997,22.618028000000002,69.70984599999998,794.29,602.031661,74.85293399999999,109.997796,63.88792800000001,19.842875000000003,6979.928093,202.80467299999998,13.36,147.255457
2011-09-01,89.72325400000001,247.85139900000001,248.82120600000002,670.33912,3125.5004709999994,144.81918199999998,35.93206000000001,13.304606000000001,215.81993599999998,0.299488,82.088228,885.5034300000001,1.170521,167.66596299999998,46.86020500000001,216.48480300000003,227.46414800000002,29.472056000000002,15.008372,7.792507,678.9703959999999,214.72139799999997,191.038,75.24160099999999,80.60509700000001,1.9101110000000001,6.405368,160.55649599999998,2033.5279819999998,38.201879999999996,11.476313,634.829703,47.02025100000001,65.866735,699.853,537.8572139999999,42.448719,79.80206299999999,60.371922999999995,66.368085,4056.4189930000007,181.09353900000005,14.172,109.458308
2011-10-01,86.23396800000003,196.40638700000002,105.35862700000001,621.759879,2196.1254610000005,170.78434700000003,41.05404599999999,14.240882,183.43565700000002,1.345799,65.634134,527.491435,1.010562,123.91892899999999,71.89819600000003,300.371045,215.98082100000002,49.743576000000004,12.310563,4.7696499999999995,593.711976,220.47696000000002,227.619,60.15987199999999,108.118772,2.0843510000000003,4.996973,96.502356,2157.3927080000003,45.89608700000001,7.506513,587.3654920000001,66.328856,61.169502,488.382,530.9449619999999,16.34265,62.255407999999996,33.628228,100.88202199999999,4397.4979859999985,184.20940200000004,19.533,20.643544000000002
2011-11-01,130.15255200000001,317.069212,109.502951,680.4015989999999,1886.7780109999994,22.30202400000001,30.834001999999995,13.352656000000001,183.18742,19.106569,75.41949399999999,453.02063000000004,1.2352100000000001,221.557502,69.478244,213.779349,184.43163799999996,69.812882,12.034077,5.395393,720.1951299999998,255.43261099999998,262.608,69.12907799999999,43.693209,2.1895320000000003,5.247850000000001,139.664047,2337.7966090000004,30.405371,28.514515,550.4372719999999,52.11386900000001,56.51190600000001,552.455,704.9199970000001,8.434362,65.380987,49.40590099999999,60.58410000000001,4859.154125000001,136.83248400000002,20.145,19.580898
2011-12-01,145.837904,499.55842000000007,294.14416700000004,688.520179,1712.9969810000011,15.576671000000003,39.559442000000004,20.29514,190.68952900000002,20.592635,62.787856,513.0242169999999,1.2784929999999999,299.32645,83.821339,310.101574,223.312742,71.834981,14.97758,17.648802,859.6276550000001,496.61027699999994,193.035,57.550990999999996,81.61588,2.406357,5.754536,147.692407,2528.768862,14.055299000000002,82.07044099999999,628.2917709999999,68.050832,62.603621,436.494,1015.1956529999998,9.498448999999999,71.693598,85.876028,98.53887600000002,5308.103978000001,79.248146,18.127,21.78283
2012-01-01,159.597971,693.164243,221.87093900000002,639.783849,1285.5380719999998,91.54244200000001,21.955472999999998,19.429037,213.82561800000002,2.216496,60.343424,564.9885299999999,0.757625,321.43442100000004,58.234069999999996,256.30122700000004,224.981365,73.399598,11.032297999999999,24.591351,586.7042260000001,485.91929899999997,200.272,34.23490900000001,66.23504,1.11558,8.477599,157.08808500000004,2353.985759,13.990814,35.069597,695.8120650000001,53.359976,81.85634700000001,465.388282,975.131038,6.823352,47.03776299999999,72.45156499999999,69.163206,5272.670746,54.17506100000003,17.567,24.043199
2012-02-01,139.03605599999997,471.79527299999995,241.731677,577.516117,1066.5565320000003,53.315591,17.984981000000005,13.686195,173.10920000000004,10.061412999999998,53.921116000000005,565.8553129999998,1.359189,251.566892,44.475616,169.97308600000002,190.54234699999998,74.067873,11.2048,35.211449,497.086273,302.8564989999999,196.556,30.591306000000003,53.534879999999994,1.0555409999999998,7.777994,169.129986,2270.801772000001,32.903819000000006,89.817745,666.0324710000002,39.813948999999994,70.11868100000001,376.938387,825.684375,2.828858,43.15601699999999,35.202144999999994,60.18754899999998,4497.0121819999995,97.191039,22.108,27.460465
2012-03-01,131.72077,496.77156799999995,242.03062400000002,651.460044,1438.403865000001,95.09907100000002,25.043233,14.92831,165.441702,21.365082,63.491991999999996,1032.1809089999997,0.974304,304.661784,64.57352800000001,204.492821,196.298866,172.750777,23.772921000000004,85.299209,649.5206459999999,279.426603,192.138,36.021194,125.175663,1.132522,10.523802,196.72685799999996,2425.465383,16.306397,151.27214,852.8363579999997,45.38257,83.74542,419.53378100000003,651.833731,112.99561700000001,58.391068,71.25817699999999,97.06735400000001,6173.340664000001,69.669152,21.373,42.42527
2012-04-01,105.32215699999999,120.16575900000001,379.99740299999996,647.875328,2223.209270000002,71.31233300000001,19.131252,11.655331,155.343426,15.728138,70.176514,1135.72244,1.967025,135.54837500000002,50.400001999999986,110.028182,177.593478,78.52308099999999,26.101489,98.59383,1182.232036,230.92193400000002,239.95,39.813555,75.71837500000001,0.925914,13.600387000000001,313.553556,2018.2212730000006,54.578747,213.284674,902.8020120000001,28.509196,75.11594000000002,448.55852799999997,203.21682599999997,137.70265799999999,75.46142900000002,83.212863,85.73920899999999,6925.181258,140.65519000000003,20.46,75.383606
2012-05-01,105.23261,106.805924,134.769487,629.418388,3343.4751880000013,111.732704,25.605736999999998,15.837374,183.69842500000001,10.584691999999999,68.77955899999999,1098.339706,1.203735,86.69125399999999,67.86098000000003,230.440481,200.694271,92.000094,35.646542,87.837718,1210.288931,284.710034,242.728,39.021013,123.541027,0.9532240000000001,13.506013000000001,233.338322,1976.8018049999996,22.949835,99.866274,854.5927210000001,53.09828100000001,86.318672,479.16007900000005,246.41110000000006,68.86651899999998,74.93780000000001,83.936863,93.303368,7904.783407000001,86.07507,21.867,128.81154700000002
2012-06-01,108.84627900000001,148.419727,72.556674,618.9723859999999,2936.651041999999,101.57305899999997,20.965610999999996,11.086129000000001,178.900786,10.218823,66.60625900000001,1148.7646959999997,1.5279500000000004,88.309386,49.71286200000001,129.967708,198.370801,56.135650000000005,30.988705999999997,9.759875,1394.1164319999998,233.991672,230.422,37.78802599999999,80.79239900000002,0.838624,14.542707,280.9375149999999,1801.3148429999997,36.726896999999994,15.552453,722.7995750000001,31.824938000000003,71.90705000000001,543.173307,365.16197,51.119907,80.68987400000002,52.959320999999996,50.904259,8012.473203999998,106.00097099999999,12.544,138.16429300000001
2012-07-01,72.271226,172.46095000000003,79.478354,638.2146120000001,3160.177514999999,119.38232599999999,14.854287999999997,8.875041999999999,179.201182,11.227091,74.715976,1140.717329999999,1.5578640000000001,97.051038,19.184056,40.507657,181.51431300000002,35.140468,8.94669,6.793883,1360.5659969999997,196.39375500000003,228.873,42.388948000000006,44.960516,0.772485,14.322614999999999,251.80357199999995,1734.4318510000003,40.399154,16.402627,695.1932669999999,11.483347000000002,68.687514,645.037277,393.45259899999996,21.960664,79.46869199999999,62.611329999999995,25.063067999999998,8661.357488,108.07627400000003,12.698,117.618553
2012-08-01,115.97928399999999,237.829021,53.107688,590.5012749999999,2863.013144000001,123.27779200000002,12.459401000000002,10.033501,187.862168,9.453047999999999,78.51538900000001,888.5620490000003,1.400385,157.13568700000002,11.487763000000001,48.529955,159.73359200000002,39.929823000000006,4.872876,4.665019,787.798746,252.12090700000002,228.439,44.544485,31.389791000000002,0.750884,10.929182,231.117538,1677.7200639999999,37.825093,10.322808,496.9421399999999,13.292246,79.26999099999999,699.265344,676.0037909999999,31.391335999999995,60.64031000000001,63.988082999999996,17.860824,7453.957167,97.15125099999999,10.918,122.96253200000001
2012-09-01,121.41063999999999,236.961638,57.597813,416.054797,2346.0606999999986,112.82763500000001,12.867145,9.78021,175.233001,5.066867,70.417549,577.9952529999998,1.446041,156.180563,14.365368000000002,50.927144999999996,168.60826699999998,22.33174099999999,3.746893,3.2798730000000003,469.480096,251.45829700000004,193.663,39.950303000000005,31.825562,0.7057089999999999,7.326607,185.768074,1567.6905660000007,37.395207,19.196725,504.63241199999993,12.774927000000002,71.104832,638.517793,523.744292,24.590021999999998,40.651505,53.90017100000001,23.850628999999998,4164.525547,100.31855099999997,9.899,68.487545
2012-10-01,190.49747000000005,266.640085,46.792472,352.025365,1822.2489060000014,133.71015000000003,19.286585,11.424036,204.34109600000002,1.7187359999999998,60.518343,387.31595299999987,1.578691,182.38250299999999,38.40299099999999,86.677815,200.489019,47.058159999999994,4.681676,3.320034,437.06145899999996,315.19330099999996,180.22,34.334142,67.27354599999998,0.721467,5.75813,102.151826,1566.5261330000003,40.270661999999994,20.411114,456.137429,21.622616999999998,68.526838,535.530845,649.234654,88.4039,31.948849,35.975549,73.34339800000001,3723.120136999999,109.521123,11.19,17.357472
2012-11-01,150.89805500000003,277.032403,40.605216999999996,477.61544799999996,1463.6167349999998,9.658853000000002,18.554572,12.180653,185.14978399999998,2.488764,56.48827800000001,390.050135,1.695191,137.88643900000002,41.535223,143.66160399999998,196.94432200000006,37.590836,4.240013,4.810655,829.350843,283.501209,189.681,32.047747,53.34567699999999,0.878792,7.946448999999999,177.574895,1876.2005130000005,47.692641,7.048898,497.1394469999999,33.924018,55.935687999999985,472.027225,671.4444900000001,18.596747000000004,44.09068299999999,41.371584000000006,59.66276499999999,4900.149388999998,117.60326699999999,17.459,19.566923
2012-12-01,144.489482,361.95340899999997,51.32165199999999,477.496391,1891.1714450000009,66.808044,22.029722,11.595182,167.723612,14.45185,35.688601,520.7674160000001,1.132,231.595658,56.118590999999995,185.031319,210.24935900000006,85.20589899999997,4.936095999999999,3.450104,966.9723230000001,200.92269800000003,154.288,20.247372,78.96552400000002,0.904258,8.925514999999999,141.22477300000003,1891.3702440000002,28.334734,6.582945,705.9435149999999,43.616935000000005,59.385027,257.834149,564.4571340000001,19.19484,49.52300999999999,27.981348999999998,88.21837100000002,6897.3528049999995,78.53206100000001,16.829,24.352595
2013-01-01,127.156308,669.5226269999999,81.477716,554.552646,1635.9885819999995,119.84013800000001,26.255730999999997,21.787747,218.611519,14.226450000000002,51.256282000000006,531.9044860000001,0.773798,289.34926399999995,43.752343,195.863647,202.08446199999997,83.25382499999998,1.466709,2.250687,724.4493550000001,578.2281989999999,185.789,23.035159,70.52491399999998,1.6377449999999998,3.353704,134.234518,2027.2349989999998,40.024401,22.12153,659.0162480000002,50.293181,103.26529200000002,282.557,989.518604,107.080882,36.576944,66.35174599999999,75.95103299999998,6829.797820000001,114.685334,22.584,24.28298
2013-02-01,118.88700499999999,702.66744,61.305592999999995,475.10092,1452.303586,105.652292,25.848667999999993,24.472167999999996,293.102549,15.582335999999998,45.805949999999996,421.89030999999994,1.154659,272.521166,42.105549999999994,184.01615900000002,187.93578600000004,80.71619500000001,1.4633600000000002,15.003873,463.46408299999996,688.4979820000001,175.655,20.585717,80.03460400000002,1.405675,2.660609,151.37603700000003,1730.5606379999997,33.722197,33.398146000000004,542.610377,45.053011999999995,128.28947,232.158,1011.0907250000001,48.719013,29.017758999999998,66.23165300000001,54.91843700000001,4485.998762,109.571093,19.096,21.764231
2013-03-01,109.25549300000003,577.622478,92.475193,517.650371,1727.93194,103.67249800000002,27.807039,20.737586,238.04359900000003,6.4999709999999995,62.728531000000004,419.0125030000001,1.3400819999999998,303.511627,52.494978,202.882914,194.14131600000002,116.584639,2.88072,95.359791,439.5290500000001,458.745163,153.22,28.190916,80.390735,1.608172,2.993881,305.74762699999997,1995.7515080000005,32.331618999999996,66.54118900000002,544.8684459999998,47.399256,122.018326,340.152,819.072832,9.093513000000002,32.652572,59.100602,71.29482499999999,4082.6678190000007,105.75868899999998,25.229,28.564583
2013-04-01,109.55648300000001,498.162033,149.32617599999998,517.042179,2183.185665,82.19918700000004,33.008032,19.758833000000003,242.145205,2.732473,67.47537200000001,936.1591400000002,1.2568730000000001,273.517461,65.685569,228.66731099999998,180.94736600000005,188.66312499999998,5.392131999999999,146.31410699999998,797.533811,386.294105,162.228,30.324199999999998,137.64255899999998,1.456209,4.291792,334.40656399999995,1767.9052970000002,34.333132000000006,192.89931399999998,581.554999,54.022231000000005,110.639825,297.282,624.98946,3.3072639999999995,46.808145999999994,83.22925599999999,101.48049299999998,6654.895425000001,116.65187100000003,23.77,45.127146
2013-05-01,99.59669500000001,665.810569,166.415815,518.588579,2625.0077679999986,113.72213000000002,29.874615,24.745386999999997,344.717849,8.709755,72.326531,857.823346,1.344191,284.031541,52.88955300000001,133.08862299999998,194.667371,138.00810099999998,6.235327,161.94294699999998,1264.4469999999997,600.020218,177.125,32.504366,108.11684899999999,1.4482899999999999,4.936221,303.08061100000003,1831.724534,58.291382,185.96570499999999,589.8064259999999,38.195355,165.52839099999997,299.228,866.214763,4.709465,53.836575,108.68913400000001,70.799107,7247.825686999998,156.97315499999996,23.204,65.81687699999999
2013-06-01,88.37305300000001,435.395075,276.975869,607.558861,2776.224625000001,121.02142300000001,34.225463000000005,20.899601000000004,233.59856,6.763904,70.56975600000001,880.3499690000001,1.565827,224.859098,59.88920999999999,136.421936,240.97101200000003,91.891532,27.427728000000002,142.076972,1269.8970310000002,517.673299,167.066,31.714851000000003,111.535859,1.4126130000000001,5.170389,277.70290399999993,1782.1737919999996,57.21796400000001,233.38683600000002,531.8513480000003,38.365603,155.228152,287.721,919.888496,39.68854100000001,56.390509,88.47466600000001,93.70834600000002,7381.915955999999,152.197596,22.652,112.13434299999999
2013-07-01,91.88453000000001,613.405167,139.164435,597.9817780000001,3097.703555000001,97.828237,30.540909000000003,33.622806,524.801832,3.3845389999999997,68.571186,951.6909389999998,1.3205639999999998,304.380993,61.573495,162.770353,195.03991699999997,34.404421,7.868761999999999,38.893142999999995,977.6720890000001,729.9689309999999,177.564,30.816671999999997,107.76547599999999,1.611538,4.734694,247.120388,2050.003242999999,40.577494,63.839731,487.4117109999999,39.648984,389.436778,404.142,965.2629710000001,50.878966,51.63862900000001,132.458013,88.715762,7047.507962,107.36324300000001,23.851,135.21738
2013-08-01,105.10663400000003,410.16919900000005,243.14505900000003,543.986635,2547.5829349999995,26.968929000000003,18.060805000000002,20.875098,358.64006100000006,9.263495,83.588673,732.5968259999996,0.879092,264.792625,29.280182999999994,73.02191400000001,140.113989,32.940405,3.2885929999999997,108.712027,634.382041,420.54691099999997,178.273,37.565701999999995,44.666497,1.482972,3.637707,237.14234699999997,1947.5211029999998,63.225449000000005,191.211493,381.036675,21.443089,267.65822000000003,449.73,689.8747829999999,27.245060999999996,39.67441699999999,65.58349100000001,45.67684299999999,5439.01292,174.269729,19.867,100.98597500000001
2013-09-01,89.32807200000003,315.562519,194.89168399999997,414.14804300000003,1710.3014219999993,43.73955199999999,20.498901999999998,14.165875,214.947215,1.1540540000000001,73.770142,456.97710800000016,0.8269580000000001,188.856386,35.04719799999999,53.253741999999995,156.71991699999998,25.815518,3.809179,13.12583,409.012586,349.119002,145.769,33.153142,51.786176999999995,1.354719,2.49684,182.446445,1789.9429830000004,56.01614899999999,104.597077,419.4109339999999,16.886962999999994,126.08545200000002,526.135,753.3989819999999,15.590258999999998,27.231628,42.098373,43.729381000000004,3556.072622999999,152.20606299999997,13.571,41.045624000000004
2013-10-01,196.39618600000003,306.476875,95.995842,403.48864399999997,1367.422669,12.829032000000002,18.298738,13.802766,225.90057699999997,3.482867,53.182007,377.5124510000001,0.7979369999999999,169.815511,22.782713000000005,83.841971,153.254955,42.21252199999999,3.5902580000000004,10.327727999999999,514.3890210000001,358.601553,116.5,23.900598000000002,48.26785600000002,1.4709210000000001,2.539572,206.69418100000001,1924.0682869999998,59.16689199999999,26.13489,469.7867970000002,23.060298,86.447067,351.91,754.24685,6.589708,27.697678000000003,28.256888999999997,32.947523000000004,4132.831815,160.326199,15.773,20.068971
