,AK,AL,AR,AZ,CA,CO,CT,FL,GA,HI,IA,ID,IL,KY,MA,MD,ME,MI,MN,MO,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2006-11-01,104.55609600000003,396.41665299999994,80.435933,500.083431,2244.821517,58.51969,31.387127999999997,13.701112,193.07959800000003,8.082501,58.399168,418.16115900000017,2.124857,258.288349,70.326463,262.690014,205.73890199999997,67.41053500000001,18.882474,1.7320980000000001,533.552467,419.832739,97.353,13.157101,101.75222199999997,2.295126,6.931388,178.674519,2248.2203389999986,38.789196000000004,17.658641,526.3231450000002,32.632601,84.21891799999997,164.753,853.186417,36.806472,38.518198000000005,103.445856,67.353081,4795.093241999999,93.80361599999998,20.432,19.538
2006-12-01,102.24628700000002,279.126129,135.73256300000003,489.051552,2388.1246539999997,111.87708799999999,35.398058,14.508438000000002,191.901657,7.947333,83.999079,501.6685849999997,2.250063,218.89498200000003,74.28783199999998,160.739785,223.358154,71.153284,19.194180999999997,2.0070810000000003,773.766833,339.443641,114.802,13.932370000000002,94.59583200000002,2.430364,7.519063,181.374044,2015.3361509999995,55.384136,14.490007000000002,686.383378,34.555447,92.130175,229.286,532.636623,38.93364700000001,49.546076,111.71010900000002,71.32180299999999,5354.329811,94.645229,27.53,21.108
2007-01-01,119.473527,514.7627590000001,299.43127899999996,457.745081,1915.0659620000004,130.191933,28.039006999999994,26.878521,252.29183600000002,13.632378000000001,79.507303,696.5845230000002,2.272656,297.827818,35.71496599999999,267.802239,235.65942900000002,103.14840900000002,17.986388,22.947139,694.7014880000002,604.5574799999998,114.802,18.833615,103.03568600000001,2.2247580000000005,13.469097,226.03440099999997,2436.238895,17.972385,155.082166,766.3294839999999,63.078467,180.814215,229.286,842.479681,146.495447,46.967564,161.432256,39.385673999999995,6470.479642000001,111.58117999999999,18.716,20.257
2007-02-01,124.667386,236.653712,367.98179799999997,405.26314299999996,1654.3942200000004,85.15807499999998,19.902656000000004,12.848142,171.406562,6.887260000000001,54.084958,411.08241300000003,1.64211,185.0079,25.544281999999995,75.041117,208.939217,49.316408,10.487272,41.23279,510.77970300000004,247.04388800000004,105.187,18.474715000000003,50.08948600000001,1.6680990000000002,10.145983,210.21126700000002,1931.4814099999996,35.201456,103.174435,547.4574240000001,21.856947,110.127378,233.427,352.82243300000005,155.82813600000003,41.382798,81.650601,24.948517,4438.7080240000005,94.86960499999995,20.536,18.105
2007-03-01,129.24335,182.14382500000002,132.531577,533.579414,2218.7821169999993,81.913972,22.817003,19.882985,195.51294499999995,7.114016,78.963713,617.543208,2.4909380000000003,196.915925,42.83097400000001,302.432389,187.57100099999997,152.71849799999998,22.952269999999995,29.688821,605.6805069999999,276.82386199999996,109.333,13.279589999999999,80.56303199999998,2.1582070000000004,12.989983999999998,256.746077,2306.2650669999994,7.281272,98.954438,736.8368150000002,74.98337,170.15693199999998,113.958,329.43497499999995,17.984135,32.686036,82.50224,34.13929200000001,6535.238939000002,115.86381,14.623,24.8
2007-04-01,122.46827700000001,103.865091,148.413037,597.73618,2178.543333999999,81.25916399999998,32.717129,17.099691000000004,132.920958,9.381566,64.23920199999999,728.2014860000002,3.0941450000000006,149.92737400000001,51.97232800000002,285.55123,218.92629699999995,160.07537000000002,39.01857,88.029699,895.282015,277.427389,97.619,14.890326000000004,173.76866799999993,1.897129,16.02741,260.510591,2016.5983889999993,18.468272000000002,172.202876,573.5624349999999,68.46429800000001,73.753846,135.179,265.020767,20.981493000000004,30.273821,123.219624,43.968417,7228.1745980000005,123.45151900000003,21.953,78.171
2007-05-01,115.580156,117.67083199999999,122.04866999999999,577.2101610000001,2904.821686999999,84.60225100000001,35.906228000000006,11.50502,167.96951600000003,1.472216,88.442372,1086.7866399999994,2.4093540000000004,129.035563,54.94420400000002,150.63273999999998,265.078566,91.78330899999997,42.69238100000001,128.546313,1180.4225820000001,158.167135,102.607,15.930019,163.22902500000004,1.9110600000000002,19.356685000000002,244.049755,2150.5904380000006,44.89138499999999,267.890048,639.2895699999997,40.023974,86.228514,90.579,241.226855,106.95937199999999,87.300699,32.791008000000005,39.37919599999999,7354.247481000001,116.282762,21.572,58.346
2007-06-01,113.69816099999997,175.17201500000002,159.220222,681.3759080000001,2658.3296170000003,76.42238400000001,21.580834000000003,10.857225,179.91506399999997,2.010335,92.09526299999999,859.2575949999998,2.5030900000000003,72.139478,30.046283,55.493605,198.70857000000004,27.448741000000005,39.94061899999999,136.957616,994.8281779999999,217.12679,120.93,22.783240000000006,60.605000000000004,1.586967,17.515659,196.681737,1855.151765999999,35.240626,238.305658,511.62841399999996,16.466484,77.47930199999999,231.251,369.741234,218.10406099999997,44.104533,82.425832,19.970148,6704.573756,98.59363000000002,11.888,98.418
2007-07-01,114.862393,166.31949400000002,153.855252,682.7525430000001,3287.7124399999993,124.399705,17.118082,9.403916,195.441182,4.074821,77.00517300000001,987.2940580000003,2.4223719999999997,74.258057,28.480548,33.116513,153.00311000000002,28.108321000000004,11.728457,172.8268,910.3985799999999,148.71411699999996,154.433,27.538132,52.18037300000001,1.503343,17.982662,180.07352,1779.6757840000005,44.95911199999999,295.7381189999999,464.879428,10.30681,65.958701,331.478,324.937094,383.4812,35.300111,87.359999,27.577157000000007,6531.016322000001,76.202917,12.39,132.228
2007-08-01,101.18499000000001,205.84540900000002,216.88602700000004,622.918212,2782.457746999999,154.15863100000004,15.117270999999999,10.971598,212.850791,6.826340999999999,73.00294899999999,772.8110150000003,2.9921640000000003,85.282033,13.768031000000002,49.321453,152.88678699999997,33.587923,11.752962,82.681927,650.328594,242.064545,128.754,25.193378,42.708528000000015,1.522106,14.941529999999998,155.746644,1787.3435390000002,53.955760999999995,228.85579,400.151874,14.012805,61.962312,367.73,505.626108,271.543521,32.775186999999995,83.714123,13.62958,5367.639514999997,75.69086,11.736,134.581
2007-09-01,75.667662,114.242751,137.01770799999997,485.77896999999996,2073.6387640000007,155.79471399999997,13.394205999999999,7.530130000000001,179.46212200000002,8.389936,85.445137,504.10229699999985,2.491372,63.429354,8.063657000000001,25.839295,161.25397299999997,21.715453999999998,21.911813000000002,14.975491,494.78563,92.029183,90.227,15.924423,33.973071,1.411685,10.980861,133.05572899999999,1679.7825929999992,36.662392,110.526609,416.5796690000001,7.6596720000000005,57.888599,203.545,207.000666,230.134804,31.937475000000003,71.423007,9.566076000000002,3232.231997,63.44812099999998,9.287,36.746
2007-10-01,77.670217,118.00815199999998,105.134838,468.561493,1727.3914250000003,135.10762400000004,18.557054,7.572858,193.95703,10.024603,90.44990299999999,342.4372119999999,1.832618,59.857419,29.786716,46.266805999999995,151.975074,38.103521,39.630461,11.721037,407.639584,92.01266,84.721,14.641239,67.62607599999998,1.473456,9.087884000000003,88.543417,1729.1089180000004,32.596033000000006,48.725905,446.108424,13.746047000000003,50.01013699999999,187.513,222.11636,35.315035,31.950929999999993,43.072593,24.41007400000001,3824.4283680000012,109.020912,11.253,21.462
2007-11-01,81.16580300000001,96.84901499999998,59.164712,525.292029,1668.7956480000005,87.30200000000004,28.360432,8.518911,158.78730900000002,4.254194999999999,87.738561,289.8995259999999,1.5045439999999999,74.387524,46.229528,122.36027,200.99869400000003,27.803902,61.532193000000014,4.213585,441.58110400000004,55.196645,81.575,10.821112,115.04039,1.691904,8.597152000000001,27.093078,1912.3231899999996,56.754025999999996,39.996283000000005,465.38871300000005,33.529424,43.695274999999995,102.847,157.422671,29.928489,30.950045999999993,44.553020999999994,39.37844299999999,4309.761658999999,79.414889,20.515,19.227
2007-12-01,91.983079,85.51394599999999,103.01287800000001,559.4578660000001,1406.4918899999998,80.29016800000002,27.729999000000007,11.377002999999998,114.887689,18.275779999999997,77.691465,397.13301899999993,2.075638,139.52255599999998,50.015682,238.358804,225.601821,94.015743,41.724616,9.480781,758.3750390000001,99.789817,115.205,16.255214,75.149047,1.8603270000000003,11.186094,24.444782,2008.8874649999998,25.043278,81.309675,591.2802260000004,59.463753000000004,47.547387,216.054,174.849155,23.434959,25.388828999999998,48.330695,40.62892900000001,5111.597812,86.02504199999996,15.805,19.076
2008-01-01,102.474153,236.011162,102.01737,636.801515,1498.059310000001,136.490854,33.188577,20.778289,162.10579800000002,14.840584000000002,56.288436000000004,462.99519700000013,1.8038160000000003,187.62268799999998,64.91571900000001,294.843376,251.83862399999998,85.38309999999998,39.883198,34.760743000000005,487.52843600000006,231.548294,114.693,14.516328000000001,96.29031899999998,2.274153,9.857523,45.514469000000005,2129.0448789999996,41.999106,112.10828599999999,682.1602879999999,53.918874,55.40879700000001,221.702,331.54173299999997,3.2710019999999997,37.721115000000005,58.537014000000006,95.51759200000004,5608.632901000001,125.637437,23.16,48.588496000000006
2008-02-01,111.42184,332.959695,120.078473,551.389883,1185.5914129999999,87.930641,34.278538,21.574206999999998,190.525198,18.654439000000004,62.60685,388.91221599999994,1.8084550000000001,186.740074,64.78983900000001,295.005808,258.45412600000003,91.958523,22.398973,68.40119800000001,517.2379930000001,263.22380699999997,107.466,16.145797,72.70666299999999,1.983324,9.176463,64.08656,1778.7039029999996,15.009967999999999,162.46022299999998,586.9152819999998,64.883759,66.17309900000001,234.793,529.8189080000001,43.86327,35.114946,53.127346,88.15814400000002,4526.816404,60.68634600000002,16.258,45.231497000000005
2008-03-01,107.60083900000002,384.02698000000004,237.96923800000002,688.752485,1388.1088899999995,158.70098400000003,38.936475,23.51238,173.443772,9.112718000000001,70.543459,592.9880260000001,1.923843,262.44026,70.731951,321.423467,283.704183,98.533947,37.106277,126.11981,477.7764189999999,288.3868940000001,94.332,18.192584000000004,105.75528700000001,2.5355540000000003,11.598905,173.11246300000002,2306.6902730000006,4.487535,276.634054,672.4443989999996,75.603173,58.850418,151.471,497.221343,164.557076,44.38473799999999,62.559821,105.246067,4579.718832999997,30.466334000000007,14.031,57.171898999999996
2008-04-01,103.15301600000001,247.691617,360.86921900000004,672.0392320000001,2623.352413000002,144.99821700000004,48.060601000000005,21.481456,146.41956100000002,7.029002,84.01802400000001,863.5811649999999,1.9507560000000002,244.153938,60.477041,254.410928,254.260465,117.96797900000004,41.258803,124.84071899999999,561.6778149999999,274.22769700000003,90.506,21.667565000000003,224.40907399999995,2.26098,13.689207,245.06500400000002,2097.6027999999997,30.119820999999998,358.076163,600.602684,58.23684899999999,70.316619,237.345,328.42144799999994,217.52203799999998,52.383557,90.659204,105.42083100000002,4579.276006000002,100.07053099999999,20.064,67.475158
2008-05-01,76.22504600000002,206.00882299999998,344.21683199999995,722.1868489999999,3118.6838790000015,175.98867299999998,35.305051999999996,20.388077000000006,151.898761,10.135719,72.105892,846.6461120000001,1.823304,171.294945,53.774465,227.79255600000002,248.416854,62.198640999999995,44.423173999999996,159.09105,1006.354603,214.40773,95.928,18.595521,103.01842600000002,2.3338330000000003,16.215287,186.92259799999997,2194.9466469999998,30.850434,312.982517,787.344395,53.398407,62.276482,177.436,223.40463900000006,135.34420599999999,62.049937,10.176196000000001,80.81810400000003,7221.025942999999,98.72745999999998,19.191,79.926405
2008-06-01,97.50549399999998,156.856949,374.422762,645.6438929999999,2650.0950740000003,139.34786999999997,33.862641,12.819818000000001,138.85039,0.942857,59.706066,1177.7530140000003,1.903425,104.698902,47.617323000000006,71.060956,230.71134099999998,92.39688700000002,65.664293,118.281357,1542.319963,187.09356899999995,109.217,15.397706,112.67357499999999,2.0261020000000003,20.394339,215.471796,2019.1956790000004,37.817032,257.966745,834.3488260000001,20.10668,55.256254999999996,83.736,310.267448,118.636621,78.04162499999998,77.94483499999998,72.66250700000002,8998.117870999997,126.054563,21.179,100.52527099999999
2008-07-01,70.45754,152.803294,435.61644000000007,682.0921480000001,3217.601068,171.97610600000002,33.907848,12.597256,143.697666,6.402004,86.567844,1096.653253,1.4220780000000002,77.637175,47.851577,58.670501,217.80402600000005,56.158994000000014,36.216526,166.0519,1240.7472460000001,177.60617,114.155,22.32514,121.13512999999999,2.125559,18.472038,185.97174499999997,2137.4669550000003,52.979986000000004,238.53937200000001,581.9693269999998,16.607566000000002,51.11451,221.271,366.775928,105.609178,70.685689,93.09147099999998,67.846818,7214.833018,149.21580500000002,21.485,91.050101
2008-08-01,85.05970799999999,232.07893200000004,376.186137,651.252542,3300.5005769999975,97.64814499999997,42.95496599999999,14.60282,195.80072300000003,4.502144,82.506106,965.0968879999998,1.4517760000000002,105.566269,62.302157,41.22806,259.04633,50.16805,15.366141,43.982127999999996,809.6013799999998,282.267524,118.543,21.277653,167.007846,2.0100890000000002,15.05716,185.044582,2040.4449309999998,39.166325,165.076799,449.85459000000003,11.247326000000001,48.838567000000005,356.717,606.4517,93.12752800000003,57.61820900000001,85.637467,91.20678500000004,4710.836109000002,114.79397600000006,12.055,74.217905
2008-09-01,92.69672899999999,140.53755500000003,249.502567,515.489562,1648.395508,165.15201800000006,25.349013000000003,12.848168000000001,192.05890000000002,0.009429000000000002,75.057727,594.0509890000002,2.022835,84.05702000000001,27.27533200000001,40.25346,206.04224800000003,99.702913,14.382857,107.072538,603.406237,201.001825,104.534,19.356775000000003,55.23365900000002,1.822153,11.112164,163.72737599999996,1846.193922,29.098146,154.251881,463.977346,10.984832,55.66098500000001,234.362,281.809025,63.061677,42.522161999999994,81.11801200000001,24.194945,3484.3898599999993,89.67476300000004,8.61,54.772715000000005
2008-10-01,98.41123000000002,133.256295,383.526343,514.586185,1057.2768869999998,141.003844,24.633739000000002,12.052772999999998,198.285841,0.419572,63.310669,379.49994899999984,1.334532,54.677982,40.379795999999985,41.334624000000005,176.783524,35.068928,32.952649,65.393279,512.569864,187.740424,94.512,16.327305,58.43323199999998,1.8653950000000001,9.077754,95.614302,1889.518987,26.262458,122.828779,472.095553,11.370196,55.346443,254.996,285.959948,25.745039,34.73722300000001,60.403082999999995,54.914368999999986,3895.377195,83.47001899999997,9.636,44.74495099999999
2008-11-01,81.66657400000001,129.125192,318.909076,516.064511,759.482352,2.6113500000000007,33.43096,10.120512000000002,180.52008500000002,2.522144,35.032976000000005,328.3182309999999,1.032608,53.21071,58.88269,69.582503,226.25766300000006,43.056853000000004,25.085936,32.690475,552.6583449999999,88.40164299999998,91.109,9.034719,90.76854399999998,2.1438249999999996,9.026281,99.21697099999999,2142.298642,44.587635999999996,55.646959,501.04608099999996,19.779029,53.89288,95.941,176.15383000000006,12.744673,34.540254999999995,29.212339999999998,92.54663400000003,4287.578884000001,126.71620999999999,14.551,44.49123699999999
2008-12-01,126.579831,536.772506,164.555543,489.603195,823.4632490000005,124.926298,37.97285000000001,23.382244,175.75930499999998,9.772718,58.562951,392.377713,1.643572,223.37403700000002,69.34039000000001,258.471761,267.86761600000006,79.002505,36.578173,14.981803,853.365699,368.4928530000001,117.795,15.102907,101.453874,2.392083,10.941879,90.872134,2234.9091820000017,31.494553,44.610222,575.0923290000002,57.744309,76.10194500000001,250.583,700.2740500000002,48.942052,41.870543999999995,61.164541,95.26516399999997,5416.279616000001,113.58934600000002,16.949,53.933364999999995
2009-01-01,87.49904400000001,610.7033240000001,158.20376000000002,626.086044,1051.9978389999999,123.75728800000002,32.539867,17.419314999999997,198.36515799999998,8.599019,63.166407,697.3268180000001,1.116193,302.02949700000005,57.31213300000002,152.40356,271.16038700000007,56.807168999999995,19.208849999999998,57.49274,572.7692630000001,446.28096400000004,131.512,18.759776000000002,85.281554,2.624782,10.149049000000002,132.651676,2102.381273,40.796734,66.84707300000001,721.9489729999999,34.65059600000001,96.28571099999999,238.678,847.3255619999999,10.935606000000002,59.092627,96.82356300000001,73.842113,6095.0900440000005,85.312009,21.1,67.196753
2009-02-01,94.78634100000002,258.814099,283.13421600000004,489.799594,1394.8377139999998,113.954802,27.274270000000005,10.999402,158.99842300000003,10.494031000000001,50.536899000000005,487.68307999999996,1.271508,231.445163,46.24752,154.72125599999998,240.534033,82.45198800000003,20.099120000000003,43.526123999999996,511.25001199999997,182.11789199999996,121.106,15.008942999999999,56.26246000000001,2.432083,8.250662,138.229524,1931.7522340000003,22.405239,90.10870500000001,530.693049,35.64861700000001,51.189030999999986,153.154,451.1484019999999,7.251078,48.03930700000001,46.542859,73.08597799999998,4132.173667999999,58.06078800000001,18.443,54.627552
2009-03-01,100.22154499999996,562.0842439999999,174.266391,657.796826,2205.0450030000006,152.44750100000007,36.596239000000004,17.06813,231.788314,20.152350000000002,54.435165,488.59692799999993,1.567423,352.38034999999996,80.196715,209.851307,255.37942,142.32876300000004,40.153497,61.427205,506.66736599999996,312.399244,82.01,16.166687999999997,114.839274,3.0021639999999996,9.56494,193.402249,2361.7863780000002,34.245964,94.80660300000001,621.7280650000002,49.029208999999994,116.31161999999999,224.151,499.030877,70.381849,55.691669999999995,81.807991,118.135432,4079.0924889999997,78.71103900000001,24.709,63.32937900000001
2009-04-01,102.729203,490.80708200000004,290.185941,618.471032,2613.370061,112.49296599999995,40.339273,15.852143,235.75457299999997,18.587227,73.858019,1172.750054,1.7235770000000001,332.55409299999997,71.897768,200.62199299999997,255.05536499999997,224.19791499999997,36.793327000000005,145.360421,575.1117699999999,242.27977500000003,72.537,21.935077,165.61673899999994,2.758217,12.849879000000001,285.401973,2163.859836999999,33.706233,238.347429,768.3849610000001,46.43782100000001,106.88849999999998,233.053,365.4308209999999,92.402579,74.818158,83.30100000000002,109.63891299999999,5654.628388000002,77.87756600000002,24.722,85.078927
2009-05-01,77.483977,633.572273,163.060673,548.377594,3579.7358229999995,176.04178899999997,36.002998,17.644882000000003,204.598731,0.252912,91.28814299999999,1048.4883820000002,1.565321,321.74773,57.116530999999995,179.505752,243.67435500000002,85.793586,52.11313000000001,185.550192,1156.0269509999998,409.00299199999995,116.546,27.111646999999998,134.58853299999998,2.8679680000000003,14.530136,234.94968500000002,2277.792472,39.355614,316.835361,801.2169099999996,42.59812300000001,94.189242,272.777,756.8270550000001,153.52041100000002,84.601419,77.79484400000003,106.49500200000001,6385.465904999997,81.931455,21.224,96.20389000000002
2009-06-01,101.86801100000001,276.777428,255.525361,504.884875,3201.4063020000012,164.552044,27.398284,19.260002,211.24528300000003,6.088223000000001,98.146218,1182.9910199999995,1.523708,217.477862,55.472236,161.430541,199.38206800000003,56.84601999999999,38.70019800000001,164.674987,1374.0060709999998,480.73034800000005,140.373,29.148425,77.40521900000002,2.626436,15.666347000000002,211.138315,2087.1471460000002,51.664755,232.819382,825.216274,38.752879,107.71176400000003,397.54,633.9856320000001,96.27831800000001,91.21698400000001,130.736815,77.86153699999998,7418.95818,100.00437000000001,22.565,103.726732
2009-07-01,101.052717,197.232112,305.688603,606.765228,3543.7986449999994,152.543146,37.241919,11.447969,222.51826300000002,10.527018,93.291039,1183.0101959999993,1.3353989999999998,155.108299,75.600821,95.962405,247.85919700000002,24.323723,21.923989999999996,54.340105,868.711083,214.30145800000003,147.91,27.706485,133.19519299999996,2.6676540000000006,13.861896,216.25926900000002,2189.796653,55.739859,109.72982300000001,560.360785,24.653976999999998,68.53886,458.146,444.64905,87.263081,80.710605,65.848914,102.47557600000002,5480.314079,104.895518,15.926,91.77948300000003
2009-08-01,110.76026100000001,263.74911199999997,225.45598999999999,569.8475649999999,2909.473767999999,50.24343000000001,32.986889000000005,13.163429,220.67693,3.632408,93.469984,905.6928920000003,1.246499,180.485028,59.816354000000004,152.403558,257.99681300000003,27.62647,17.060437,20.204567,593.657198,240.177298,152.635,27.759631000000006,89.62028999999998,2.6494400000000002,11.193890999999999,233.63266900000002,2137.155233,58.12709100000001,109.829346,395.5473010000001,32.366887000000006,66.844927,490.788,646.59506,71.279708,65.176205,73.56907700000001,59.435832000000005,3967.4004400000003,100.160722,20.425,74.11464699999999
2009-09-01,89.225187,452.12438000000003,155.759324,436.979059,2165.6732480000005,166.457893,17.862919,13.084251,264.721087,4.383814,98.19744100000001,598.4168000000004,1.094969,176.140053,20.345502,64.612278,175.01645100000002,25.761391000000003,16.151854000000004,31.317718,505.1865650000001,368.405148,134.917,29.163635000000003,29.300501,2.3277159999999997,8.506537,166.935554,1934.425397,39.777071,167.930005,438.93156400000004,16.433490999999997,59.912661,533.831,637.021457,34.637467,49.52913700000001,71.13576599999999,22.50483200000001,2974.223558,81.053847,9.839,56.321701000000004
2009-10-01,142.44362700000002,764.41788,207.34238299999998,394.55339999999995,1719.1866600000005,131.71541000000002,22.754063000000006,16.967544999999998,293.500023,10.552677,98.737485,422.3539950000001,1.192066,274.618825,54.873780999999994,141.188369,156.043914,53.193577999999995,16.869173000000004,145.59108600000002,531.9434100000001,434.913902,118.321,29.324025,67.849373,2.493695,8.004621,219.675023,2006.7103149999996,49.134852,298.385212,479.440741,31.407443999999995,73.81106500000001,371.29,957.1540870000001,77.690025,46.606739000000005,52.04863999999999,42.38310299999999,3606.984558,97.63507700000002,20.156,52.998517
2009-11-01,132.62422000000004,757.522068,191.64085500000002,431.353073,1195.0493139999994,7.801008999999998,28.318153,23.608571,322.047964,15.387335000000002,69.007522,341.048089,1.157597,231.17023799999998,71.125005,146.22438,175.409196,64.656036,45.264236000000004,158.658323,569.0234939999999,626.159998,116.376,20.49453,98.65413100000002,2.699757,8.017074000000001,224.975531,2169.8018480000005,62.488339,253.55389399999996,487.17637999999994,34.646015,233.812597,172.628,1007.1042879999997,149.917214,46.67925000000001,112.42252799999999,71.47422499999999,4503.145925000001,100.12793700000002,16.265,53.080971
