lon,lat
-87.8010999576437,36.882344883288056
-110.96979055069673,36.882344883288056
-92.93682917286175,43.78239929611819
-77.52169593972764,37.35842345260234
-83.53005480914474,29.79838333470278
-70.16198057704335,44.84521054986809
-105.83406133547865,43.78239929611819
-99.38544525417021,37.450006527685794
-104.78818307157087,30.48273599471658
-93.98270743676956,30.48273599471658
-116.90928242576564,44.970065698739006
-121.24919456861278,37.35842345260233
-95.96061693509346,47.132905062393945
-90.22175437509021,48.0332892785949
-85.01354867250602,40.964176000201405
-90.23743835389563,40.36069980939392
-81.62302724938186,26.208748149529374
-85.57857461998093,33.358613798162466
-80.65776144608358,33.61465064301229
-82.67760281104371,37.231523965042534
-79.56538220716091,41.18454319654962
-74.05217229812936,41.160213285110096
-102.81027357324696,47.132905062393945
-99.38544525417021,43.96409000652461
-105.19944509551132,37.3074586923624
-102.45663263872936,40.66096261284834
-108.53345215444477,40.360699809393914
-96.31425786961104,40.66096261284834
-93.57144541282909,37.3074586923624
-113.1923158883595,33.358613798162466
-107.76371313139643,33.720988855418334
-91.00717737694399,33.72098885541833
-88.73820788754323,30.244314863291944
-102.1976776299703,33.99584697596691
-99.38544525417021,30.594379154828516
-96.57321287837013,33.99584697596691
-108.54913613325019,48.03328927859491
-120.52875064801655,48.87634069834014
-114.5140594778526,48.61809889798544
-111.3153369210565,44.510203924943546
-113.7573418358344,40.964176000201405
-116.0932876972967,37.23152396504253
-122.7654715952782,45.057212201563075
-119.20550830117952,41.184543196549626
-97.61741812104508,48.77574298703172
-91.63130627796852,45.91587036950025
-93.11588329910172,47.618887527336575
-94.4037821561598,45.467617009676786
-86.4474427650469,38.93154091229606
-87.63731759762786,40.69187695062183
-88.98971471924503,38.62783432618096
-84.6697127753634,44.77428113242897
-86.19962334186683,42.74366997041791
-83.4889279658631,42.97792071643586
-91.55073703603311,42.07945172161962
-88.89257442705355,42.44385158525513
-90.21309996627355,44.17907220099482
-88.79417743334982,46.280077403637485
-85.91678719111555,46.5752813022476
-82.56065020604369,28.006854244915097
-76.57864755190414,35.507941229679204
-86.66579215703403,35.125548485902726
-84.16281310842231,35.3037235981718
-85.24524979510258,37.08448815417224
-82.12347212190794,31.714562780997394
-83.12180707647335,33.51095325291956
-84.5347453984242,31.582581789824005
-80.10182525699088,37.32294233719136
-81.64499960251115,35.42728946976249
-79.12627361657212,35.49667551146
-68.13366723365871,46.61400462872393
-83.81464455409687,39.10367281930491
-78.51562840691169,39.27594553908023
-81.16531395021697,39.218377517911996
-82.294034678365,41.10644915712184
-72.16545307888795,43.01916866090533
-75.83400494084962,39.27217966813171
-73.07829888871811,44.98847463775578
-76.80826498307438,41.205254278270274
-74.99769119588511,43.11286139350659
-77.8417735174248,43.134661037845824
-101.15347238729534,48.775742987031705
-99.38544525417021,47.183969656040034
-102.61467357746683,43.918596617558045
-101.0495636967694,45.561281707841836
-104.36710835218061,45.46761700967678
-97.72132681157102,45.561281707841836
-96.15621693087357,43.918596617558045
-108.09271817815845,37.129869542553735
-106.83067471601761,38.84592147866131
-109.7811757890954,38.627834326180945
-100.88610845889,39.06554915003832
-103.86053589932088,38.99223322382823
-102.2952102203041,37.41432964724349
-107.2201534723073,42.07945172161961
-105.50185116806111,40.550642384258836
-104.10358256581402,42.234060095624145
-91.9402157923228,38.84592147866131
-90.67817233018197,37.129869542553735
-94.66730794252639,42.23406009562415
-93.2690393402793,40.55064238425884
-96.4756802880363,37.41432964724349
-94.91035460901955,38.99223322382823
-97.8847820494504,39.06554915003832
-100.96135443895216,42.32276433258046
-99.38544525417021,40.701671048903336
-97.80953606938826,42.32276433258046
-112.1050983513064,35.12554848590272
-110.48370865380924,33.569427166953936
-109.33542096461005,35.31224106854532
-111.58586342568928,31.811218230832104
-106.24955979469638,32.11055683359556
-108.91970075458879,31.987696584778462
-89.43546954373038,35.312241068545326
-88.28718185453117,33.56942716695395
-91.35725913520021,30.38971290752042
-89.85118975375163,31.987696584778462
-92.52133071364403,32.11055683359556
-87.18502708265115,31.811218230832104
-106.5102313360163,35.52100433234457
-103.5179868823203,32.24589591824681
-104.98517751318845,33.88970813731853
-103.66743335260725,35.66096076347078
-100.82205914976515,35.73110271444064
-99.38544525417021,27.205688198093704
-96.68252252067506,30.566444809203755
-98.05352545548443,28.894185021923295
-102.08836798766536,30.566444809203762
-92.26065917232411,35.52100433234455
-97.94883135857526,35.73110271444064
