row_full,col_full,latitude,longitude,rowf_colf,state,km2,cf,cost_trans_annual,km_urban_fromstation,km_site_spur,lcoe,transloss,cf_transloss,lcoe_transloss,binlcoe_1,binlcoe_2,binlcoe_3,binlcoe_4,binlcoe_5,binlcoe_6,binlcoe_7,binlcoe_8,binlcoe_9,binlcoe_10
766,924,36.985878,-109.05540500000001,766_924,CO,0.8226921171775248,0.3414421828262614,30.56163404418962,207.08430767938648,95.0407177907718,50.839084769302715,0.9812267746113215,0.33503221177086157,51.811758591117574,0,0,0,1,1,1,2,2,2,3
768,924,37.022242999999996,-109.06289699999999,768_924,CO,1.4029199127571772,0.3201043285875567,30.524529388564176,207.08430767938648,94.81912215797294,54.214738244290096,0.9812405439597996,0.3140993455071406,55.251221097638634,0,0,1,1,1,2,2,2,3,3
766,926,36.991848,-109.00988799999999,766_926,CO,5.150343426970994,0.31918024737922596,29.876257634396147,207.08430767938648,90.9475274168546,54.13984387261393,0.9814811143017484,0.3132693848608704,55.16137099706747,0,0,1,1,1,2,2,2,3,3
768,926,37.028217,-109.017349,768_926,CO,16.800321740164602,0.3062793917153273,29.83728649110289,207.08430767938648,90.7147847862225,56.405753919417634,0.9814955762942815,0.30061186807869716,57.46918812653468,0,0,1,1,2,2,2,3,3,4
770,926,37.064587,-109.024826,770_926,CO,15.604701245476706,0.3159469952371776,29.829270301395248,207.08430767938648,90.66691066905426,54.67690837371712,0.9814985510614015,0.31010151803749336,55.707579307772804,0,0,1,1,1,2,2,2,3,3
772,926,37.100952,-109.03231799999999,772_926,CO,12.799704580780293,0.31962044643809984,29.85226185561831,207.08430767938648,90.80422033872259,54.05670916465285,0.9814900190128805,0.31370427805143597,55.076167986934415,0,0,1,1,1,2,2,2,3,3
774,926,37.137325,-109.039795,774_926,CO,9.983287886576145,0.28801606654588685,29.65051004746584,175.79444984635086,60.35497677226671,59.90845821479181,0.9853263184523707,0.2837898105047917,60.80062725705799,0,0,1,1,2,2,2,3,3,4
776,926,37.173706,-109.047302,776_926,CO,7.157960899411187,0.28755536373163226,29.397915129129835,175.79444984635086,58.8464347894096,59.904163246941124,0.9854200551383946,0.2833628223837662,60.79048516881265,0,0,1,1,2,2,2,3,3,4
778,926,37.210091,-109.05481,778_926,CO,4.332480910204946,0.29142321149183265,29.18736536064029,175.79444984635086,57.58899395354603,59.026623177185066,0.9854981890837302,0.287197047182166,59.89521221958331,0,0,1,1,2,2,2,3,3,4
780,926,37.246471,-109.06233200000001,780_926,CO,1.5053861819646577,0.2729697208865651,29.021919539737603,175.79444984635086,56.600921951289905,62.947793347814276,0.9855595851841351,0.26902792488479227,63.87010414601522,0,1,1,1,2,2,3,3,4,4
766,928,36.997795,-108.964355,766_928,CO,7.88994052146057,0.2999729570750855,29.190979201325533,207.08430767938648,86.8549221774316,57.34563807496386,0.9817354176335132,0.294494076292869,58.412518327184635,0,0,1,1,2,2,2,3,3,4
768,928,37.034172,-108.97178600000001,768_928,CO,16.80070236923951,0.2978858649456597,29.14997368913879,207.08430767938648,86.61002993229158,57.73170753603838,0.9817506345699679,0.2924496369398252,58.8048588950761,0,0,1,1,2,2,2,3,3,4
770,928,37.070541,-108.979248,770_928,CO,16.800992580830158,0.2912666431228765,29.141631898627658,207.08430767938648,86.56021126895052,59.04042835319529,0.9817537301658856,0.2859521133587798,60.137717371564555,0,0,1,1,2,2,2,3,3,4
772,928,37.106915,-108.986694,772_928,CO,16.807915571047953,0.3100459375736822,29.165277712564748,207.08430767938648,86.7014282945262,55.47309151474673,0.9817449553249212,0.30438603513194795,56.504585242698994,0,0,1,1,1,2,2,3,3,3
774,928,37.143299,-108.994171,774_928,CO,16.810592592895592,0.29138181675943764,29.023867801062888,175.79444984635086,56.6125573160159,58.97095493444985,0.9855588621942929,0.2871739317895373,59.83504100724563,0,0,1,1,2,2,2,3,3,4
776,928,37.179676,-109.001648,776_928,CO,16.811113369187073,0.2769247361375875,28.753989934347796,175.79444984635086,55.00079847753414,61.93833114519814,0.9856590124943215,0.27295336195662506,62.839511798767205,0,0,1,1,2,2,3,3,4,4
778,928,37.216060999999996,-109.009125,778_928,CO,16.814308979083595,0.28027341475981954,28.52818666276004,175.79444984635086,53.65226099585965,61.10632859947269,0.9857428069368679,0.2762775025751255,61.99013390658832,0,0,1,1,2,2,3,3,3,4
780,928,37.252445,-109.016632,780_928,CO,16.817681479347332,0.2593927276335669,28.350358226279504,175.79444984635086,52.590237800999134,65.9470274523211,0.9858087981627655,0.2557116330806082,66.89636730289425,0,1,1,1,2,3,3,4,4,5
782,928,37.28883,-109.024124,782_928,CO,15.727377456224058,0.24245612930809496,28.22281774832554,175.79444984635086,51.82854327929353,70.49365987845577,0.9858561277837098,0.23902686079710492,71.50501771179498,0,1,1,2,2,3,3,4,4,5
784,928,37.325222,-109.031631,784_928,CO,12.92957998164507,0.21671011104405621,28.14820435277147,175.79444984635086,51.382938750040424,78.82928176115797,0.9858838164342903,0.213650991336013,79.95798333140806,0,1,2,2,3,3,4,5,5,6
786,928,37.361618,-109.03915400000001,786_928,CO,10.103950690237774,0.22259679900867574,28.12795943287292,175.79444984635086,51.2620324712929,76.73421817446105,0.9858913292208207,0.2194562540549632,77.83232887858583,0,1,1,2,3,3,4,4,5,6
788,928,37.398014,-109.046692,788_928,CO,6.604755003421879,0.24536289111174833,28.162482003194214,175.79444984635086,51.46820742932004,69.63046528895183,0.9858785180710309,0.24189800347887416,70.62783498436576,0,1,1,2,2,3,3,4,4,5
790,928,37.434418,-109.05421399999999,790_928,CO,4.444553056756656,0.2519326244899074,28.250668979019146,175.79444984635086,51.99487580511122,67.85464690703841,0.9858457923340337,0.24836671780504532,68.82886495502459,0,1,1,2,2,3,3,4,4,5
792,928,37.470814000000004,-109.06176799999999,792_928,CO,1.6116662594326934,0.2621972173417993,28.39162442274765,175.79444984635086,52.836686899243546,65.2596173852565,0.9857934844877034,0.258472308506352,66.20008999062374,0,1,1,1,2,2,3,3,4,5
766,930,37.003727000000005,-108.91880800000001,766_930,CO,10.62523007438571,0.29044474459888797,28.505822029956235,207.08430767938648,82.7630411345544,58.957604357359024,0.981989675965679,0.28521374063459637,60.03892484855372,0,0,1,1,2,2,2,3,3,4
768,930,37.040108000000004,-108.926224,768_930,CO,16.802042219464372,0.27719823214965855,28.46283042407281,207.08430767938648,82.50628758300701,61.75731529530937,0.982005629931376,0.2722102245779892,62.88896256086135,0,0,1,1,2,2,3,3,4,4
770,930,37.076485,-108.933655,770_930,CO,16.80313296337352,0.29064856118521165,28.45385958272151,207.08430767938648,82.45271211565739,58.89585169015586,0.9820089589648524,0.2854194909941219,59.97486189152357,0,0,1,1,2,2,2,3,3,4
772,930,37.112854,-108.94108600000001,772_930,CO,16.803058541564074,0.30709787851068776,28.478754526429327,207.08430767938648,82.601389167403,55.75042239009374,0.9819997205782004,0.3015700308876535,56.77234038036991,0,0,1,1,2,2,2,3,3,3
774,930,37.149239,-108.948517,774_930,CO,16.810847755175054,0.29268839951225173,28.406203016654118,175.79444984635086,52.92375286677692,58.46680064796052,0.9857880744458518,0.28852873376782084,59.30970577101664,0,0,1,1,2,2,2,3,3,4
776,930,37.185627000000004,-108.955978,776_930,CO,16.81446583914693,0.2830716670468226,28.116797783499614,175.79444984635086,51.195373107009246,60.336371200145265,0.9858954712519815,0.2790790745812112,61.19956218434044,0,0,1,1,2,2,3,3,3,4
778,930,37.222019,-108.96343999999999,778_930,CO,15.837647224670622,0.28103520727997333,27.87371719971581,175.79444984635086,49.74365243000216,60.674847180638835,0.9859856772169738,0.2770966891717571,61.537250066247026,0,0,1,1,2,2,3,3,3,4
780,930,37.2584,-108.970901,780_930,CO,16.63156098763879,0.2647369923504738,27.681215149356994,175.79444984635086,48.5939957913597,64.32721390006034,0.9860571137461499,0.2610457945789448,65.23680322701946,0,1,1,1,2,2,3,3,4,4
782,930,37.294796000000005,-108.978378,782_930,CO,16.821826442279914,0.23720439303849286,27.542976122788087,175.79444984635086,47.76840762584045,71.72722311526094,0.9861084135439254,0.23390924770483795,72.73766467267437,0,1,1,2,2,3,3,4,4,5
784,930,37.331188,-108.98586999999999,784_930,CO,16.823662032540632,0.21495103767078078,27.461991736919664,175.79444984635086,47.28475440413985,79.10995831771322,0.9861384664365211,0.21197148664760265,80.22195767657506,0,1,2,2,3,3,4,5,5,6
786,930,37.367588,-108.993362,786_930,CO,16.828204422130703,0.2211105158641116,27.439759003136697,175.79444984635086,47.15197654571646,76.89471294809522,0.9861467168906466,0.21804740928939087,77.97492161262456,0,1,1,2,3,3,4,4,5,6
788,930,37.403988,-109.000854,788_930,CO,16.698497668585137,0.2447588921973773,27.476818401947675,175.79444984635086,47.37330189673336,69.48250181832115,0.9861329643367415,0.2413648119103766,70.45956714879121,0,1,1,2,2,3,3,4,4,5
790,930,37.440391999999996,-109.008377,790_930,CO,16.833136195164453,0.2739163873166023,27.57280829194417,175.79444984635086,47.94657067008583,62.126322885840345,0.9860973429780882,0.2701082217310584,63.00222115822172,0,0,1,1,2,2,3,3,4,4
792,930,37.476795,-109.0159,792_930,CO,16.83744536341702,0.28207247840121336,27.72522372689302,175.79444984635086,48.856822879316425,60.39163069350795,0.986040782387459,0.27813496729270204,61.246585102985534,0,0,1,1,2,2,3,3,3,4
794,930,37.513206,-109.023422,794_930,CO,15.850958293642107,0.29841316235254245,27.930998647824893,175.79444984635086,50.08574747245451,57.16338749171413,0.9859644203637016,0.2942247606478237,57.977130118577456,0,0,1,1,2,2,2,3,3,4
796,930,37.549614,-109.03096000000001,796_930,CO,13.055947702012675,0.3181329662060413,28.18654703071158,175.79444984635086,51.611928073297065,53.711753377191954,0.9858695876620448,0.31363761621525316,54.48160086220683,0,0,1,1,1,2,2,2,3,3
798,930,37.586033,-109.038498,798_930,CO,10.224945806320825,0.32292967671127504,28.232676018868407,81.08393958556904,134.35821971555134,52.93023999006342,0.9866130115885319,0.31860662087142205,53.64843091298905,0,0,1,1,1,2,2,2,2,3
800,930,37.622444,-109.046051,800_930,CO,7.3920525007442945,0.33641748948250055,27.686369052022638,0.0,165.34794263871274,50.62275895774019,0.9897257296383167,0.3329610452411586,51.14827011341785,0,0,0,1,1,1,2,2,2,3
802,930,37.658859,-109.053619,802_930,CO,4.556529065041682,0.33668879164654136,27.061176075947962,0.0,161.61417848380017,50.369994008736384,0.989957735563411,0.3333076737679912,50.88095400362673,0,0,0,1,1,1,2,2,2,3
804,930,37.695285999999996,-109.06118799999999,804_930,CO,1.7253709366443564,0.32899631312869376,26.43874168187792,0.0,157.8968890734889,51.33175537096277,0.9901887177927915,0.325768437455457,51.84037592892928,0,0,0,1,1,1,2,2,2,3
766,932,37.009640000000005,-108.87326000000002,766_932,CO,13.333585329277994,0.2752217838943604,27.82102807704437,207.08430767938648,78.67332929720037,61.93460878301443,0.9822437995093276,0.27033489072013167,63.05421201330401,0,0,1,1,2,2,3,3,4,4
768,932,37.046021,-108.880646,768_932,CO,16.799838264560965,0.27603961177497505,27.775630370532287,207.08430767938648,78.4022060828062,61.732339854773215,0.9822606463666974,0.2711428474848992,62.8472087150352,0,0,1,1,2,2,3,3,4,4
770,932,37.082397,-108.888046,770_932,CO,16.80651455579659,0.28515575275412797,27.76600016109652,207.08430767938648,78.34469275144835,59.75496416931067,0.9822642200883074,0.2800982930827277,60.833900845882994,0,0,1,1,2,2,2,3,3,4
772,932,37.118790000000004,-108.89546200000001,772_932,CO,16.80909633303283,0.2971798732265769,27.792195725040628,207.08430767938648,78.50113733962387,57.347295981524944,0.9822544990481185,0.29190626750335463,58.38333755365739,0,0,1,1,2,2,2,3,3,4
774,932,37.15517,-108.902878,774_932,CO,16.588478681071347,0.30140573821084815,27.799836807991646,175.79444984635086,49.30242553058545,56.54615111374283,0.9860130938535713,0.29719000443849797,57.348276068776286,0,0,1,1,2,2,2,3,3,4
776,932,37.191559000000005,-108.91030900000001,776_932,CO,8.023936077697456,0.2974193445650552,27.488200428609005,175.79444984635086,47.4412773935554,57.18444277771722,0.986128740524693,0.2932937636636176,57.98882075710611,0,0,1,1,2,2,2,3,3,4
778,932,37.227947,-108.917725,778_932,CO,0.97658471645175,0.29370300942446875,27.224913831141,175.79444984635086,45.86888279266422,57.80568600873166,0.9862264448383179,0.2896576748230088,58.61299533314414,0,0,1,1,2,2,2,3,3,4
780,932,37.264343,-108.92517099999999,780_932,CO,0.6451509484378293,0.2701938536387533,27.015613022539824,175.79444984635086,44.61890096840274,62.74684241673198,0.9863041153010083,0.2664933097729407,63.618149253673536,0,1,1,1,2,2,3,3,4,4
782,932,37.300734999999996,-108.93263200000001,782_932,CO,10.518184930471497,0.22608445495351986,26.864853512621885,175.79444984635086,43.71853823931708,74.91271865642285,0.9863600613863032,0.22300067686644276,75.94865362972523,0,1,1,2,3,3,4,4,5,6
784,932,37.337132000000004,-108.94009399999999,784_932,CO,16.827705197605418,0.21585815616043322,26.77604296999586,175.79444984635086,43.18814581117861,78.41474826712555,0.9863930185257603,0.21292097822849468,79.49645505837255,0,1,1,2,3,3,4,5,5,6
786,932,37.373543,-108.947556,786_932,CO,16.83095624527067,0.22848274674961327,26.751457597740803,175.79444984635086,43.04131757545928,74.06973466547188,0.9864021420320249,0.2253758708111792,75.09080881848604,0,1,1,2,3,3,4,4,5,5
788,932,37.409939,-108.955032,788_932,CO,16.829996222928344,0.26418717301093153,26.792059810575534,175.79444984635086,43.283801244812565,64.07688605867574,0.986387074757903,0.2605908127748128,64.96119799055828,0,1,1,1,2,2,3,3,4,4
790,932,37.44635,-108.962524,790_932,CO,16.836497232969734,0.2839759207119666,26.89675071404711,175.79444984635086,43.90903402522835,59.65379866395587,0.986348224497522,0.28009914519429735,60.47945054531372,0,0,1,1,2,2,2,3,3,4
792,932,37.482760999999996,-108.97001599999999,792_932,CO,16.835589936146313,0.30181494716450286,27.06266738327713,175.79444984635086,44.8999180178206,56.190665233568254,0.9862866536677041,0.2976760542657724,56.971941194390126,0,0,1,1,2,2,2,3,3,3
