psm3id,km2
839929,181.49023768276678
837737,180.37072247975686
841661,169.68698090891598
837435,177.58415305159778
842793,181.4900254042471
835994,181.4378900527861
844368,181.43786218295955
839094,181.4772330964852
846412,173.86827931314494
843473,170.70764456403757
847809,181.47368164059006
841597,179.60453816191915
845205,181.4877971114312
907010,12.950335366536276
905047,125.95768997113983
903478,182.12975716814606
902168,182.06254354449226
903679,181.82530239690612
906658,23.400480069476032
898951,0.6452810117459497
895692,11.224456569925168
900963,0.12534146218378311
893805,2.321343081363431
897047,1.3498298229747352
894038,67.36737923919947
891800,47.84229488767665
890058,41.5350788512923
891494,6.0373264573521785
907922,0.24228161571981308
846525,181.4340528502803
847863,181.43548868060333
844639,181.43892202580113
850206,181.4306197503259
841981,132.76900004350134
843917,180.72303253271855
848485,181.42522171707097
840101,180.66913744017364
838483,176.91809204319085
840241,180.043988169378
815563,10.334680743633516
817282,82.50406056072003
815633,48.08636343107047
817304,180.94248148556542
818924,181.8863079470979
833435,180.3295452930497
835540,181.73648929877072
832322,181.98779671829473
830593,181.31407565501144
829312,180.67800243770094
840216,170.32240021544
838918,177.71977918903266
843435,181.50513153660924
836633,181.48896081469513
832328,179.56598042677163
834183,181.5039115361386
829880,181.50446053270292
831602,179.94892786067254
835617,181.50199074297097
833383,169.8620344366828
827347,74.19622510872063
829243,6.619790989497687
833031,181.4801222484721
818981,181.98942158376994
821466,181.99365005276184
814494,72.39699135617731
816319,134.07309533285047
821277,181.98436595189986
822624,181.99351512126782
824752,181.98479971497963
827307,181.9929612794704
825381,181.99755196199166
829707,181.99255523541547
851573,181.4340380028991
853322,181.7256082152927
855720,181.73148043959947
849731,168.85861401053864
853191,179.75709662115514
851759,181.456312392157
848279,181.4546079707277
845816,181.43972608054725
842288,181.43795742598132
851860,181.4793886370465
855682,181.4668969046731
853641,179.3861485939036
850291,181.48770995340462
853660,181.47449052958697
850190,181.4737337360318
847781,181.48255376662016
880467,173.52730619324694
879063,182.05667814977386
876729,182.05081299074777
875145,182.06096698369592
877316,178.22722032815636
880755,177.82178042415964
882781,182.0534194094543
878687,182.0564258149218
880421,178.705127764636
876783,181.67779651927088
882128,182.05805337665578
875303,182.0593762238749
888333,31.393303306754902
886392,112.32809347736438
890717,98.2005653792155
886554,120.71626939679419
884147,157.60067313363575
887638,11.465763347577111
888239,119.2768088366805
884761,168.89891643241123
886922,78.17302526807828
890836,32.03794024480855
892041,37.61122900005677
882182,182.17395657569156
818419,122.22233190854372
897140,181.63856836154838
898181,181.6458381853744
900530,181.64178324593811
895144,181.64575530103906
894286,181.6379367378252
895826,181.64345946528385
899348,181.64669491266216
898829,181.58998871643217
895425,181.5163010007312
897752,181.5842000520177
893987,178.82489537523816
892109,174.9330202980306
893902,177.26643449965775
897660,181.52158437842118
902302,181.6649325060454
900870,181.59501350995103
898746,181.76115467893746
904356,140.67065287974444
901014,181.65939693323094
904670,150.0660805445818
905697,34.497528864288356
895444,181.50239360165241
898622,182.00205397899623
891970,181.75952370799763
893660,174.7951583240342
896346,182.00700609883
893281,182.01032892861065
890054,182.00449475543178
888730,181.76240957106523
890420,181.52216638572472
896647,142.44622157035204
897932,162.115161740346
894799,182.08111270108927
899665,162.49875875633128
901490,182.1513536353886
899835,152.79217974961296
896970,180.79784354398856
906083,11.069117056226423
902032,7.787470763226239
903709,130.0860054531612
902614,0.45256498014370034
904942,93.50141584751472
902351,164.54562588436272
906393,42.42475198235656
853726,179.93857654514292
855625,176.8913708079337
851520,181.53375023690919
852109,181.47242991159084
855641,181.47745894986136
849768,181.47452768078142
857347,156.20108023443038
853732,172.24497552049502
855517,5.988118221214149
851682,24.801912488778612
857312,149.49457481541344
849857,181.3723274663232
879160,180.69568273552161
875483,153.10200791728468
876540,180.37246684645052
876653,170.19406343130873
873396,50.501359297913
873340,180.89957550598217
871887,104.10754305195533
880635,175.2990759374252
879104,139.6166902382259
875321,151.82653991738763
880621,181.72463048398342
878469,122.74144151621131
882266,182.04868078866483
893588,8.555022602424495
902614,0.26459326903780905
897173,5.795076428077242
820318,181.40950260511366
818243,26.808885422751615
821634,181.7021022900061
822443,118.69286103612492
824865,181.41119416018694
826542,181.4197692564974
824610,144.8284482282508
826620,181.70648671681593
828451,181.41060323924958
824730,28.298839085245753
840080,181.50582264932046
837853,181.50185753505735
831334,7.527692652214006
835352,181.4927795479374
832983,64.9711381310023
829216,181.4236775004034
827618,181.42408488376915
822982,17.691429854903593
831705,181.42252077420488
829716,181.42291780775616
825481,41.718875971734455
838186,151.06368794179005
836624,181.45245696289356
840075,181.45268126681913
838377,181.43311156606057
833901,181.43194087054974
832073,181.45071592813073
833840,171.83673326132782
830236,181.38979714965947
828037,181.39609898741398
829917,181.45199471684924
836271,181.38033138749287
838607,181.37579276587343
842446,181.4161278220594
826694,181.9751722498518
828341,181.72488222150554
822785,181.97571863561942
824384,181.97124467910578
820298,181.98562888888821
822047,181.9808896082911
826667,181.72067741944338
834417,181.47556781181842
830189,177.4525703486879
828576,180.4126512255748
823559,181.99739912458895
828167,181.9968749102901
871392,172.31141959751022
869162,181.49134081257546
868057,181.31291286810904
865759,159.84973007856394
867741,181.51182465145172
870973,181.51511239638486
872929,181.49581519236398
849071,181.4844574567563
850928,181.47764336478073
847122,181.4884628358671
855848,181.4564951693977
844315,181.45742341225173
842224,173.61077955283483
846070,181.47667151595778
889566,30.31906376088689
884063,165.16156998165266
884380,138.78074061584297
847675,167.56982152703128
849901,181.48030869975847
853954,181.47158103965825
873452,182.05072603503743
860955,181.74760814486487
863194,181.7534781673346
859427,181.45643821165172
865079,182.04668755484028
866929,182.05234502033622
861121,167.27138665909524
864739,181.75861935340055
862569,174.90058841604952
859598,175.7655755310539
857136,156.1676937408517
873031,182.06526544840008
874744,182.06726074381706
869936,176.11149769599567
871058,182.06560156901224
895915,93.07108634530282
899115,5.100148139299663
819134,29.415377084783575
817162,57.366904314778516
823852,164.70670744336027
891882,176.3461261197293
890481,180.6153364330763
894281,155.96509698063653
894253,181.0794483289245
890682,181.45509452888254
895579,111.14750775203642
888506,181.44732102388468
879256,181.52602318384814
878187,165.16511444278797
881806,181.5177019276053
881583,181.50929431132738
877524,179.33452581715582
883417,172.5076148870542
875800,167.39344267626137
888759,125.74519234493063
887160,181.2118433297652
885483,181.1375043696224
890796,140.83558193969904
891843,156.11714870189613
890055,173.1299081874749
887141,181.49878319923448
897109,100.64848756943893
897401,6.315524252104642
904174,167.84105040399103
902752,181.65026124880814
906399,71.20004738796536
903313,174.20453132458655
900417,171.72868107394638
902926,174.01468868057412
896454,181.6541397930284
885471,181.5051228534519
889049,181.48288654304025
893124,181.653147789459
891372,181.6442146110983
892622,181.56838635371443
893857,176.86725796959396
890535,181.56260006775176
887101,181.5002332865021
887663,181.565402682028
898950,181.65645934300252
897861,181.65096864436794
888943,181.52144820888049
