psm3id,km2
1007505,23.121119416220935
1004283,167.65202967525752
1005430,11.487132918542844
1006916,187.12560628238708
1010156,128.2431358553679
993496,191.20992869509544
992068,191.21278611624666
990243,190.94406325199833
987911,190.94943487623888
989794,191.21753355896627
993456,187.3527551980196
995142,191.47727909290887
997019,191.4826039654999
996809,191.49061406913415
998170,191.49652552690605
990820,179.02163051758328
995468,191.20985413230886
998703,191.48835811679533
999783,178.36374941362854
987552,186.26158493154446
986718,190.9438187891867
1001594,191.4894734758767
1003488,190.9685726751249
1001784,191.19399168814087
1008492,191.12605182267936
1011802,188.82846627997097
1013368,55.01157670708256
1009096,191.4680343903015
1007598,191.47341928241383
1005442,190.2728401759822
1003931,191.46765525797176
1006441,186.08866633463467
1009816,37.64547404653074
1010526,48.29990406090334
1012173,62.282123480267025
1007703,191.45855084713307
1010723,191.45810287029227
981016,190.95837887005223
978715,190.9476541773463
982684,190.94744587443017
977533,190.95309356330242
974816,190.94439360631813
976554,190.9527342589739
980131,189.68396473772813
983660,190.95352386629446
984457,190.95335677197323
1000185,191.5015495794225
996025,42.44974698786724
999557,158.03282529062358
1004782,138.17289793779935
1008543,15.43157758891559
1006370,179.6272953918219
1004061,98.82491463037664
1002845,91.16913818501173
890066,80.76915163229486
887222,108.05267063142416
863854,39.3841851215125
862133,0.13726435306016974
865645,80.57038826759657
901782,181.43697349051277
903459,181.43819876477312
899738,181.44175306725862
898290,181.43636882610528
900395,169.4564835513486
904996,181.4333550490134
903890,168.4284310881466
906676,181.43651526553845
906879,159.53230607003204
908219,186.18238094986557
1014334,85.12535941112417
1012860,189.96295505938463
1011578,191.1368464130385
1009884,181.12757041256353
1008116,189.44442982666135
1015875,148.11664737434708
1006958,189.2384560230722
1004845,187.1041465765891
1016532,190.06269570586605
1014721,146.19952615170445
1002767,140.11548820372946
1003660,2.530169788775484
999656,102.83961257880956
985872,190.96564376674212
988800,173.11404642516965
1020140,53.01305959747298
974585,27.484526326232498
973331,35.88347971396734
978947,1.947414759743566
993404,172.7198276192219
989969,179.8653486552746
991558,157.13696555297435
996311,162.62320436782844
996291,182.8197288233815
992859,182.85973952820913
994729,109.27331938060118
989585,3.8212462627005532
988244,170.19359145880387
982286,180.99299688728885
979596,173.59588836530085
983256,182.1687169610755
984271,182.28995308330943
980569,182.8675341704424
978656,175.5275299785205
986050,182.85006808915318
978747,186.81722719582802
981808,175.97421940831637
977284,136.09662008801115
976154,182.8732964632217
974954,144.27118569517017
975171,159.9374767174887
973728,190.83855932778948
976613,190.9620862893322
973478,189.54984444881273
979019,177.6494157475302
972190,186.12684513809543
975411,190.95618220262185
978866,189.55921150690338
980711,187.10437091838148
983731,190.96340504236363
982097,190.96810494440527
987524,190.96084896714555
986753,190.95838903448407
982888,190.96370718728363
984657,112.93790633472537
981454,182.08387376466692
979333,190.96318043376695
1005044,191.48903377723283
1002771,191.468290161869
998912,191.46781989712906
1000654,191.46299353620952
1010110,0.11771862951648265
1008552,63.22701495775556
933433,164.54834682476627
935249,186.76070912344932
931774,186.863896820392
934932,172.6072960153039
932198,182.80917608478066
937115,171.59724074837567
930605,182.81348018988055
934602,90.19167910511655
929278,152.6473785258048
930232,189.4286877560497
926166,150.44685673200945
927346,135.83147389403408
927235,190.93643898242928
897612,167.3919681453344
898766,133.2173101935481
900852,182.78086087650843
903018,133.75906692203273
900234,3.7077008813079737
894447,93.027117468595
940309,182.8194745048012
942145,182.81524734822418
943360,182.81756847820034
939986,180.0431919731396
943324,182.81037345727992
938769,182.81913522687924
945188,182.813246185161
932489,109.90348082750559
929755,190.94238036016742
899510,180.6360317458783
895736,136.6695200514902
902826,186.85760694037523
902167,186.16075653550917
898669,181.38371568328574
896278,181.43591629207754
895108,178.3638033337039
896503,181.42658040352504
898480,181.4194791847373
901377,178.59678357314957
890752,141.45929339351747
893777,139.0358339995288
892047,176.06704107251946
888832,181.41857724999505
886251,170.13285572349164
887557,177.25956506833495
892156,125.4476539142877
915231,178.80115556071914
917219,190.5589552607724
913913,190.94210525607974
918461,189.21434588025673
916842,189.96948295912725
913639,179.8595821367926
911833,190.94060097483904
910264,190.93049384591563
910347,190.94076473213684
908654,189.74552824585473
905199,163.04695891566908
907043,190.5477577445021
906318,121.10736455424676
909133,158.47864439867564
911034,8.077539329534757
921269,45.5287714839539
924001,65.45027747641174
917679,31.393281115365138
919494,182.72903524938178
914099,18.881439188325007
915678,180.73209853398288
923166,13.191565632498365
925126,1.3323221398789762
922005,184.247352544083
925025,170.0427707924275
926323,142.43728226784066
919818,123.03935873216109
927861,190.9907865060238
929341,190.97627785804815
927989,113.42772978464909
917258,91.27555183982287
918474,190.98438638206048
1018766,10.176464911461164
1018403,15.870584303820092
969137,32.37664600904242
962482,4.400507105532368
967361,137.00222878161023
964509,134.6045875529867
975439,144.04092544967205
973551,174.76942279710326
997890,191.19239176845258
999089,191.1869339586902
1002278,179.31485508363795
992161,190.9463409408087
991003,190.94134589139114
995910,191.19712233358783
994280,190.92289395055704
995855,190.9175415867672
985759,190.95797373660534
988793,190.93546031613985
986353,190.9322719908988
988147,190.90900419407436
989623,190.91461645990367
982689,190.9527202419382
984483,190.92459834045448
981770,188.50753677255798
979778,187.96832606797153
981259,190.9445490295437
981284,190.91374528090986
978154,190.91583939737575
971813,186.80170970905777
974465,189.74264059103655
998154,2.4883234197906106
999515,177.42384873093
986471,36.91589389829958
986559,182.84905673102136
988930,182.8544385588561
984525,182.37334518951155
990957,182.85898458126005
987812,182.85494970364715
981098,182.87177226196147
971315,183.35698310171992
969332,188.49189302307198
972972,187.67803583275176
972767,166.9389507717715
969672,190.919807628445
974749,190.9259022390831
967718,190.91926589792212
970820,190.6871107756744
967888,190.9030968662121
965796,190.9139538700754
969810,190.94139011172263
968026,62.54966535145604
970553,185.72880675682003
970781,190.93597633718935
967400,190.9219796209629
974528,190.34699417511825
976230,190.9578092342054
977714,190.9634947780199
974442,191.03904914526922
972417,190.252431915903
972791,191.12274529520812
970769,191.11743456750312
970595,191.1282005353893
969203,191.12731228875566
975781,164.7875203252133
988083,170.39610702050282
983188,9.20861775452867
987497,3.186241967564364
992140,87.34465547367138
933599,143.21475710616625
936838,167.7662915455592
940610,33.49873147006813
937379,14.284700684325346
925277,190.96655508184108
926637,190.96186658710698
928231,190.96723573279846
923981,190.93836730260327
923625,190.94370261733434
931093,188.30639646958747
942103,186.86479628401352
938898,166.4867631573933
937469,181.88880465608938
944483,57.18962074950495
888725,190.90614309904043
893161,144.8578573503516
890970,188.75753589220537
887087,190.91137092496888
885299,190.91199690380614
895088,18.137306739277378
947503,73.90511276848783
946839,182.87824646107973
948752,182.8836782685798
950382,182.87405010843867
947112,182.8181837405867
868248,42.069583199713726
870586,184.8149529302534
867588,41.932351811277904
872157,24.857581526432167
873971,1.5468490043722551
872788,81.68352390954898
875728,97.39425750575238
867832,5.676983110690002
880991,20.047278375722584
882813,11.484347731962469
890994,135.25488514146306
889401,181.4259907532777
892749,181.39634026937745
893507,103.29206488881206
889830,0.30334495112886206
887838,49.82774136394016
885268,115.33380602145608
887037,180.98088336303775
890999,180.6032145102816
885497,185.5997659231254
883954,171.67462544530343
881630,186.77743368027834
879753,171.2434164306077
882639,57.572202384794046
889649,180.82293597064003
926945,190.99051160773018
923573,190.9845358917589
920222,190.97968922401935
919979,182.2116379001532
918660,190.95819807289374
915018,190.94402273779176
916926,190.95241196324042
921380,190.97856533966396
921372,190.94827751632297
923753,190.97438783328184
934358,185.55590122981582
932885,187.9045843063869
929743,180.23858113969303
931433,190.98080685266095
934687,190.9584499820789
935678,190.9377042639344
937752,172.02126743071884
935746,177.79787367110268
932653,190.98374766176144
926904,190.9756926267129
927891,179.10690083830113
900146,178.64845044544955
896874,171.00157757229616
893428,153.88519804851467
908451,190.92171932074538
911981,190.92517696136983
909263,186.85881929734754
905953,146.25435537280728
905590,190.92125733796098
913069,174.50343352044328
