psm3id,km2
500541,181.99655378557964
503291,182.00092869663035
497866,182.00061594980386
500499,181.7105213467717
505831,176.49715146148733
508237,182.0125443604431
505379,181.70983228425632
128258,178.14488168887507
128723,108.1485575033562
129645,180.49887347096495
129650,5.678536624098765
127345,99.96339516710599
128728,0.16864360546822238
127350,23.087755843713357
129641,145.4466465383318
130572,180.8437284954214
131042,103.33365636715605
113085,0.0011776270134724802
128254,88.64406144100516
127340,180.059646936746
114399,78.12356832308649
114395,81.54313110416527
485289,181.23124433622866
157521,153.1518294350247
487199,181.4352896163877
490319,181.42891907767768
488119,181.43294434229864
159961,181.42798838259614
158496,181.4212958342127
491136,177.861000871566
493124,181.42021450077638
485694,163.62647874096342
492974,181.43328637313545
495043,181.42484688403036
495779,181.99873186505172
493375,176.53686920356776
499454,181.9943905681103
494305,179.35954590056485
490435,86.01352650028295
503394,179.6330253722556
495403,181.70919615281974
514787,182.0056170352352
511374,178.6693654725217
509000,182.00529215951275
505837,182.00964484141312
516725,182.01024391347957
509203,182.01845420353564
513088,181.31991853309802
514507,181.4354578977087
509886,181.44857267066044
512866,181.4308487930179
512715,178.84233404662353
506829,180.53697052658237
505421,181.4347400959753
507059,181.4304120395149
501694,181.4096724731745
500272,181.42279336102357
503558,181.41863045989854
119199,77.41822733557424
118311,1.7579039607177396
118316,175.73514104982644
119647,181.43333800499974
120530,171.91344544996002
116986,119.27636532156386
114819,177.00828847090298
114823,181.38100597125901
116141,185.54368426167392
113946,35.159054185645886
115268,189.67087753156244
116145,167.51265523202204
113941,26.88477703856644
116102,19.24074558009951
153010,24.307560983542224
161800,2.177751556748458
159862,44.939486997262605
161320,69.02974474916506
153992,71.14846598210389
152524,170.27402998850042
153996,79.92423868501079
151052,140.3150045336033
152528,181.4978639032114
151056,181.49363765209372
153510,143.4052331112349
152042,181.45985993260183
153514,178.35394079268693
154982,95.3197236486044
155468,55.74252930071592
131976,146.49150655131376
131047,24.066097963333245
131980,36.664381158272384
132914,178.6072296942845
133391,109.16748091744735
131971,181.59765428743643
132909,181.60130592689137
131497,149.45002407285534
132905,91.39583742047805
133852,168.56790664155207
134329,151.64254332531812
156932,16.34079310320907
130119,79.93242526536199
126434,4.6149977103355875
125974,28.667263782953945
520855,186.19401007814704
526057,186.19523513036484
523163,181.4387641688286
523473,190.94213321105124
527697,181.43902046015833
528399,190.9424087373891
530280,186.1945783218128
538926,188.65459643104631
541225,190.94144162761404
535337,190.94601955565994
542363,190.4020993803223
545347,190.93878670325103
543069,190.94323021913038
537642,190.94562204411213
518888,190.95502637738434
522241,190.95087380821323
525660,190.93771570050492
540720,49.99816973003814
535206,41.57328234685009
530840,33.721646196545876
533411,186.3825883689934
130646,181.90679827463174
485406,139.79518620121067
131576,53.2526139675497
