rowf_colf,km2
532_1040,10.688548062359855
534_1038,2.3317775241404997
534_1040,16.311261434863468
594_1044,16.516574955116305
594_1046,16.518092974324578
596_1046,16.521940146507752
596_1044,16.517889586722386
592_1044,16.51527243750985
592_1042,16.5073648290934
594_1042,16.517246732545573
592_1046,16.515162439748895
590_1044,16.509718294114446
590_1042,16.507787251878465
588_1042,16.50682295876832
590_1040,16.507359217471336
588_1040,16.501248097121948
594_1032,16.513608285956703
592_1032,16.509775795604515
594_1034,16.51254841530431
592_1030,16.50990151389215
596_1034,16.516366438521175
596_1032,16.51849174290635
594_1030,16.511419348666532
592_1040,16.512515894620048
588_1038,16.4999033752813
590_1038,16.504301065923983
592_1038,16.507199082962046
594_1040,16.516096329456907
590_1036,16.504821981302047
592_1036,16.5075919296606
594_1038,16.51533294871277
526_1094,16.38732557987315
528_1094,16.391996278658766
526_1092,16.384376177518917
528_1096,16.390660507059337
530_1096,16.39444476346925
530_1094,16.39253862665904
528_1092,16.386744474864834
512_946,16.31436027973986
514_946,3.192144952900362
512_944,16.31327118128365
510_944,16.308699677856755
510_946,16.30857301598945
512_948,15.184292539903662
514_948,0.8558535287705884
576_918,16.44359011805726
578_918,14.170973614958521
576_916,16.44289851432423
574_916,16.44129974894862
574_918,16.440278268497327
576_920,16.443534956220578
578_920,16.44784090655583
574_914,16.437954834568806
576_914,16.440187533248984
578_916,16.44739364119792
572_916,16.437890112570166
572_914,16.433759754657494
580_918,10.227395177333316
580_916,16.450511505680485
578_914,16.443077804716335
516_1030,0.1981853843016655
518_1028,6.979005156915413
516_1028,14.672342412704916
528_1030,3.271432595805877
530_1032,1.0249276389408626
526_1028,10.185853128760764
528_1028,15.922500257487245
530_1030,12.668161514310297
534_1024,16.383736599364738
532_1022,16.378715576630203
532_1024,16.38289942647601
536_1024,16.387889289204672
536_1026,16.146574665247247
534_1022,16.386634661322578
534_1026,16.387352390326097
536_1028,11.792392159434376
534_1028,16.328964440611866
536_1030,5.880175926344791
538_1030,8.362305607233735
538_1028,16.394604582917324
532_1026,16.386093867179504
540_1028,16.401126300426927
540_1030,16.39877751562478
538_1026,16.395947686612338
538_1024,16.39705829173599
536_1022,16.387272485707893
560_1028,16.44293204067061
562_1030,16.44589997237674
562_1028,16.446372058436594
562_1032,16.42285698559715
564_1032,16.45401460079373
564_1030,16.45181899112748
560_1030,16.44298148385538
502_956,16.294628343979518
502_954,16.293616517750966
500_954,16.289460299708107
502_952,16.29370396550827
504_954,16.30213813822747
504_956,16.295762840991394
500_952,16.286466258199685
498_952,16.286827615744674
498_950,16.282268897931345
500_950,16.288357173515728
494_956,16.277810991672084
496_958,16.283357356456847
496_956,16.28076023767986
494_958,16.277349865175545
494_954,16.277442976209112
492_954,16.2728762264504
492_956,16.271648010572353
506_956,16.303989107821646
506_958,16.3059754719533
508_958,16.307475162546964
508_956,16.308040913762813
506_954,16.305894934954708
722_1114,16.766057143934923
722_1112,16.765296904570604
720_1112,16.741536111156947
722_1110,16.765342930228496
724_1112,16.76768333620424
720_1110,16.76026537779708
724_1114,16.772793526469602
720_1108,16.759343860257175
722_1108,16.764017450517535
724_1110,16.76952231767988
488_1116,16.30771310726236
486_1116,16.30208794821515
488_1118,16.306322969795556
486_1118,16.304500050666125
484_1116,9.351685356397079
486_1114,16.303868362877065
484_1114,16.276808849694586
484_1118,16.12079989362285
482_1114,15.937772638900414
482_1116,9.582084339109512
512_1160,16.368730192856113
512_1162,9.106292812311274
514_1162,10.585808725311395
510_1162,7.650362107410533
510_1160,16.36487122787925
488_1128,16.312687765512006
488_1130,16.31233694995012
490_1130,16.314440334488296
486_1128,16.305264361397597
486_1126,16.29996234927581
488_1126,16.309967508094253
490_1128,16.30889168969334
478_1154,16.295709518704893
480_1154,16.294487543423276
478_1152,16.2941950861518
480_1156,16.30225493741603
478_1156,16.293238386153003
476_1152,16.288097270316452
476_1154,16.290471997627076
480_1158,16.293647469402053
482_1158,16.303692239230383
482_1156,16.30310810396798
484_1144,16.29984301206153
484_1146,16.305983660617965
486_1146,16.31107409196268
486_1144,16.303146176217883
482_1144,16.307101887888454
482_1142,16.299406651876993
484_1142,16.305191420701
476_1134,16.28926610305542
476_1132,16.288081789431352
474_1132,16.278824323275238
478_1134,16.293730517833048
478_1136,16.294126264255258
476_1136,16.281800022804447
474_1134,16.277852516139884
478_1138,16.28554121570314
476_1138,16.285525839954563
474_1136,16.278655369977514
530_1092,16.3979325649758
528_1090,16.388673272706857
526_1090,16.383664540928486
524_1054,16.37352756015717
522_1054,16.370288566524344
524_1056,16.369844849782094
522_1052,16.36689012038072
520_1052,16.361761843587786
522_1056,16.370265875498806
520_1054,16.36578682671763
532_1058,16.38909856830672
534_1058,16.39752450336873
532_1056,16.390560616268726
534_1060,16.393120902947217
534_1056,16.394418772633244
536_1058,16.39808122657746
536_1060,16.400578617108888
604_1168,16.557650482008377
602_1166,16.554442374351968
602_1168,16.56117824231388
604_1166,16.560910700527398
602_1164,16.556146648359
600_1164,16.555608036602102
600_1166,16.559160349163744
606_1162,16.564919875421158
606_1164,16.56777075271004
608_1164,16.573516200686694
606_1166,16.56736899745493
604_1164,16.561790462053892
604_1162,16.56336741239379
608_1166,16.56734983307737
608_1162,16.570681143626786
606_1160,16.560225419851907
604_1160,16.558848013354083
606_1168,16.565289007863353
606_1170,16.563544294431786
608_1170,16.569944100913165
608_1168,16.573232724513538
604_1170,16.562939054789105
568_1140,16.48524689374716
568_1142,16.48366338557899
570_1142,16.489676973603206
570_1140,16.49125709488982
568_1138,16.485593532052434
566_1138,16.48692450851749
566_1140,16.482242916454176
566_1156,16.484062839862894
566_1158,16.488005348054966
568_1158,16.490557325399003
564_1156,16.479936184330285
568_1156,16.48332326480954
566_1154,16.48011423836518
564_1154,16.4854464658412
558_1116,16.45838822000877
558_1118,16.460710878351204
560_1118,16.46156495195037
558_1120,16.462718792751843
556_1118,16.455835295120718
556_1116,16.456893771189947
560_1120,16.464485880912086
562_1114,16.46714173158677
562_1116,16.46745695347802
564_1116,16.472500097817772
560_1114,16.462120605429043
560_1116,16.4627731362884
562_1118,16.46697602913597
