rowf_colf,km2
1166_2402,1.328630327314662
1164_2404,17.15018231462192
1166_2404,5.148826532938954
1164_2402,16.294908134616296
1152_2372,1.02594241421299
1150_2372,0.7207425536118113
1148_2372,0.4504634925778369
1172_2436,15.027649912375969
1172_2434,16.01393021062978
1170_2436,12.99981231190314
1170_2438,15.18629774630746
1174_2434,5.18130426895695
1174_2436,9.354097326295834
1172_2438,8.720025357393988
1132_2402,1.3145558636421393
1130_2404,5.556561902102832
1132_2404,7.773325634757963
1130_2402,2.2009790094723143
1128_2404,12.892136220477145
1128_2406,7.582756875427605
1130_2406,2.949185985084011
1128_2408,1.2706325235697302
1126_2406,0.014515796314890821
1126_2404,1.7676441519241424
1122_2388,4.968258283484733
1122_2390,1.3377637576185464
1124_2388,17.122989483479806
1122_2386,9.1158457095384
1124_2386,17.126782477865316
1168_2408,0.043946181811665534
1168_2410,2.076270426592472
1166_2410,16.781954271754998
1166_2408,13.934802369614994
1164_2414,17.14602525472573
1166_2412,17.14557945016168
1164_2412,17.14272924389265
1166_2414,17.148251343215936
1168_2412,6.219598140217834
1156_2442,5.9919883082129495
1154_2442,3.717315939425619
1154_2444,2.4235668179469516
1152_2444,7.0564651655317885
1154_2440,3.5110225083022004
1156_2440,11.749078368858791
1152_2446,10.914461886621268
1150_2444,7.834080657954929
1150_2446,7.195298320743982
1154_2446,0.1507439455505845
1152_2448,7.254517992099026
1150_2448,4.744039504982488
1170_2442,2.6336252106237183
1172_2442,8.653542227292881
1168_2444,0.28303858503037477
1170_2446,0.006654692381017655
1168_2446,0.7751200680364444
1170_2448,6.983510901190471
1168_2448,15.32867994616389
1158_2442,5.493802735275001
1158_2440,16.13733509127068
1170_2434,9.336093956340097
1168_2438,9.335432886963313
1168_2436,14.308571485304913
1174_2432,1.3534989666172235
1172_2432,13.139797303044025
1132_2400,13.962121644497406
1134_2400,15.21006108782088
1134_2398,17.058529308904728
1136_2398,16.792695142260573
1136_2400,15.988142953117556
1134_2402,9.881794547374444
1136_2396,17.128667097115205
1138_2398,17.128664716167467
1138_2396,17.128313720211185
1148_2404,15.716899083243012
1146_2404,16.514247548770456
1146_2406,5.400035762898263
1144_2406,14.127155178182965
1144_2404,13.169936179152375
1146_2402,17.13421641120495
1148_2402,17.136076645532853
1152_2388,17.143313249548296
1150_2388,17.14002069384646
1150_2390,17.14253650896676
1148_2390,17.14105819754381
1148_2388,17.13973125373536
1150_2386,17.14059842651558
1152_2386,17.144890405492692
1148_2394,17.14040931357716
1146_2396,17.138049089477903
1148_2396,17.140704830457963
1150_2394,17.140531341893713
1150_2392,17.139299947435457
1148_2392,17.139037730246418
1146_2394,17.138045769825617
1138_2400,17.134520312406384
1140_2398,17.13276338453347
1140_2396,17.134982729863264
1164_2400,12.830031800906413
1162_2404,17.146048725895387
1162_2402,17.143220936389937
1160_2384,10.4993902440337
1162_2386,0.23380125093454057
1160_2386,14.76260584968181
1152_2390,17.139996165571446
1156_2386,17.148956609366603
1158_2386,17.148235823159386
1158_2384,17.148792111115
1156_2388,17.14585241491958
1158_2388,17.148243309439664
1160_2388,17.049197340582985
1136_2420,16.816011578644442
1136_2418,15.249545342903957
1134_2420,15.399267594238152
1138_2416,3.7825443159501755
1136_2416,15.59798761589329
1138_2418,2.9490220864567585
1134_2418,17.119521780919477
1136_2414,3.2909734090731133
1138_2414,6.0194306641937265
1134_2416,17.127931346838498
1158_2432,17.13728542427315
1158_2434,12.208191108311171
1160_2432,17.134019226470055
1160_2430,17.1416432320732
1156_2434,13.067693108429411
1156_2432,15.247015107695065
1158_2430,17.14173744617693
1128_2402,13.715296279144749
1128_2378,11.457291178487136
1130_2378,14.672843343079556
1130_2376,13.13485165856997
1132_2376,16.296880064462453
1132_2378,13.65842454238873
1130_2380,16.27193014777457
1128_2380,16.373073856362648
1144_2380,7.191470331402414
1146_2378,15.203781996750326
1144_2378,4.510228915720137
1146_2376,16.41604983676381
1148_2376,17.143614188289735
1148_2378,16.050495559893434
1146_2380,14.672521791749388
1138_2382,15.94779336146556
1140_2380,16.50046060552492
1138_2380,16.951800486471505
1140_2378,12.401520130351956
1142_2378,0.9430914457669766
1142_2380,7.5275418202575475
1140_2382,15.427694203344307
1142_2382,11.673553661251693
1130_2400,8.21650002315084
1128_2400,16.551224048272363
1126_2402,15.209705003559863
1134_2404,8.607130951409316
1136_2402,16.4501767607798
1128_2376,16.22629892016787
1126_2378,15.630249766572781
1126_2380,15.603700431821174
1124_2376,15.383245590957571
1126_2376,16.53068215406162
1126_2374,14.704884013467572
1128_2374,14.92300993306498
1124_2378,16.824375371531787
1124_2374,14.286304679131211
1122_2376,14.318002341380858
1122_2378,15.929509341351118
1130_2374,15.143395373535466
1124_2380,17.124740319403735
1122_2380,16.709687756240942
1124_2382,17.12532094265859
1122_2382,16.413682023757524
1120_2380,4.972140655890908
1120_2378,8.16347034768657
1142_2376,8.21347370498701
1144_2376,13.16320121209608
1144_2374,16.85463870275135
1146_2374,17.00955035433268
1140_2376,12.905635840366443
1142_2374,16.640351378185354
1132_2374,15.36830760091157
1120_2474,12.69921764705169
1120_2476,15.282544956205792
1122_2474,16.498387012178988
1118_2474,1.5235137107420944
1118_2476,0.3618762000364796
1122_2472,1.5380584765481045
1132_2398,16.35610119387383
1130_2398,17.07253520522471
1134_2396,15.581813036700826
1132_2396,17.127882853153984
1130_2396,14.002633159526505
1132_2394,17.124883480906917
1134_2394,17.132070554636144
1130_2392,17.126542940281148
1132_2392,17.1238976074614
1132_2390,17.131032523055314
1134_2390,17.13157638736552
1134_2392,17.128820920439527
1130_2394,16.321284961778204
1136_2390,17.133255832483446
1136_2392,17.130705930124105
1134_2388,17.128854649136496
1136_2388,17.132000252957116
1138_2390,17.13062664355724
1138_2392,17.131860249422697
1140_2390,17.134366441855526
1138_2388,17.138776582773573
1140_2388,17.135773113981806
1124_2390,16.414888328261934
1126_2390,17.126254114776117
1124_2392,13.211804386458603
1126_2388,17.12661220600674
1156_2416,17.136153893967283
1156_2418,17.14094974740192
1158_2416,17.144778968020315
1154_2416,14.7217897434236
1156_2414,12.870625860825307
1154_2418,17.138653941917532
1158_2414,17.04132661080309
1152_2418,15.03720678884483
1152_2420,17.004646189108033
1154_2420,17.13693465674011
1158_2424,17.141348786463873
1156_2424,16.734744775017315
1156_2426,17.087947770589878
1154_2426,15.866657860831491
1154_2424,17.138822991597852
1156_2422,17.14027337661109
1158_2422,17.141547677675316
1158_2420,17.14095604808465
1160_2422,17.08648424353296
1160_2420,17.142937498323292
1162_2428,10.370882903732577
1160_2428,16.21070460072109
1158_2428,17.133549734680336
1160_2426,16.977505325629405
1162_2426,13.598203608518395
1162_2430,17.140915477886747
1160_2424,17.142014927074918
1162_2424,6.59541080594069
1162_2422,12.424401352875167
1158_2426,17.13592481748079
1162_2420,16.443329228000017
1162_2400,17.148985179306248
1160_2402,17.12600816208743
1160_2404,17.145655028338854
1160_2406,17.149520482082227
1158_2406,17.076357867108314
1158_2408,17.14627057312738
1160_2408,17.140347607230296
1162_2406,17.150197986665166
1164_2406,17.14668592848737
1166_2406,9.552259552578807
1164_2408,17.144126388662002
1162_2408,17.14347832944811
1162_2410,17.142602202854057
