rowf_colf,km2
982_756,17.03777014236934
982_758,17.03926021287504
984_758,17.039636113649586
984_760,14.13443886564279
980_756,13.505001932721335
980_758,9.373190203283086
982_760,12.799705482356629
906_784,16.955633353368707
904_782,16.954137643449307
904_784,16.956256164538985
906_782,16.95371476240519
908_784,16.957382238373842
908_786,16.961229694090182
906_786,16.95890861338647
916_798,16.97455783976565
916_800,16.972314588456896
918_800,16.627287788450023
918_798,16.972847713378062
916_796,16.970976679478518
914_796,16.970295649838974
914_798,12.716545674659452
962_884,2.1635466877312126
962_886,0.4950840657723728
922_888,6.314778323044888
922_890,0.39370897331141896
924_890,13.82995068668143
924_892,3.301614600952828
918_886,8.361274011674091
920_886,0.9013936755868833
1036_766,10.875487188543767
1038_766,17.092863136971317
1036_764,2.2530737475003377
1036_768,16.114695507996977
1038_768,17.09364836292459
1038_764,1.285547837386753
1046_766,2.5796652485214993
1044_766,6.672897673170745
984_756,17.03662801314379
980_754,17.03289008155068
982_754,17.03492986299748
980_752,15.707247363828241
982_752,11.553984253460989
978_752,17.034269908198297
978_750,2.3560866980767203
974_758,1.4349667295380695
972_758,7.807052714843412
972_756,17.026472602401455
974_756,12.841306275378217
818_764,0.0801963529535292
838_786,16.687550590864035
836_786,16.86147163584632
838_788,16.866774256860324
836_784,14.799734372830647
834_784,16.85556054525502
834_786,16.85938471106472
836_788,16.86503172031366
912_772,16.961910137133792
914_772,16.96088721865123
912_770,11.421025329110128
910_770,16.960424219603805
910_772,7.201740992509339
912_774,16.909884953205584
914_774,16.965320179109483
914_776,16.965178573535436
916_774,16.967278273931065
916_776,16.967706234179765
912_784,16.96434889960852
910_782,15.25959263303526
910_784,16.962351827091933
908_780,8.631393857742431
910_780,14.09178664610415
908_782,16.9568849328505
912_782,16.86257754269776
908_770,13.438436677072229
910_774,1.2559880355183044
906_770,6.286703296185704
912_776,16.211398012304297
900_780,16.94625226791145
902_780,16.950356202657044
900_778,16.94598131887503
902_778,16.948750782720925
904_780,16.95403277216219
902_782,16.953475575468705
900_776,16.945649644111782
898_776,16.94743225248672
898_778,16.94541367944815
904_778,16.9513108431244
902_776,11.680784153462188
906_778,5.38386821682994
904_776,5.182172646964255
914_770,4.880422330146083
916_772,12.51452178707158
912_768,0.030017839924540688
916_770,0.00040709714647821127
910_768,14.958282715843092
908_768,16.956312401246056
910_766,13.013643027791868
908_766,16.955578971216923
906_768,16.950830871370794
898_766,16.941529377109983
900_766,16.94424386450146
898_764,16.941636867791733
