Location ID,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,psm3id,eGRID,avert,ico9lon,ico9lat,ico9index,km2,cf,cost_trans_annual,km_urban_fromstation,km_site_spur,lcoe,transloss,cf_transloss,lcoe_transloss,binlcoe_1,binlcoe_2,binlcoe_3,binlcoe_4,binlcoe_5,binlcoe_6,binlcoe_7,binlcoe_8,binlcoe_9,binlcoe_10
1296211,41.45,-71.98,-5,60,-5,1309194,NEWE,Northeast,-71.99296832851435,41.452922852180535,17334,0.5333781691010041,0.22565580663114335,11.448793777305884,0.0,68.37424196778623,49.34119973288547,0.995751411015212,0.22469708785673684,49.55172464438685,0,1,2,3,4,5,6,7,8,9
1300536,41.57,-71.86,-5,89,-5,1313519,NEWE,Northeast,-71.8739965655711,41.56791375344911,4352,1.2931635027380577,0.22530643958650687,8.668835489693352,0.0,51.771834385395444,48.00919764760675,0.9967830393586566,0.22458163763811587,48.164139789634156,0,1,2,2,3,4,5,6,7,7
1300587,41.93,-71.86,-5,142,-5,1313570,NEWE,Northeast,-71.85936682620942,41.92719428930328,17321,18.029107916045028,0.22174554785011602,3.1923228197487044,2.9293808414933773,17.82766110885796,45.96082676283785,0.9987102140038555,0.22145954354779154,46.02018295034721,0,0,1,1,1,2,2,3,3,3
1301933,41.45,-71.82,-5,54,-5,1314916,NEWE,Northeast,-71.82177849884644,41.44571847783027,17333,103.14253212122938,0.22520391475912116,10.423570984323904,0.0,62.25142827389376,48.92052463762738,0.9961318659653091,0.22433279583169577,49.11049059776898,0,1,2,3,4,5,6,7,8,8
1302445,41.81,-71.82,-5,183,-5,1315428,NEWE,Northeast,-71.80688402188383,41.80499803008532,17322,78.03278437998135,0.22288774363083255,4.446359083983698,2.9293808414933773,25.31698973465135,46.36757215314409,0.9982448475414676,0.22249654165962215,46.449097400643446,0,0,1,1,2,2,2,3,4,4
1305136,41.69,-71.74,-5,149,-5,1318119,NEWE,Northeast,-71.7546011412387,41.68277677090994,17328,142.53317556248757,0.22396014892144414,5.900861833514589,0.0,35.24100116319369,46.8869248037343,0.9978102202664947,0.22346972552622313,46.98982216399003,0,1,1,1,2,3,3,4,5,5
1305167,42.05,-71.74,-5,180,-5,1318150,NEWE,Northeast,-71.73927317934763,42.04204054881557,278,41.354110497556775,0.22371655553451436,1.3925680874047557,2.9293808414933773,7.079204289251318,44.637542504829035,0.9993780938067317,0.2235774248230908,44.66532014405093,0,0,0,0,0,0,0,1,1,1
1305675,41.93,-71.7,-5,150,-5,1318658,NEWE,Northeast,-71.68692594930131,41.919790005902655,17323,167.00447426529112,0.22378595306366364,1.732115886080087,2.745421733308397,9.184754430242592,44.796906524719354,0.999258691378854,0.22362005860736617,44.830139493613146,0,0,0,0,0,0,0,1,1,1
1305896,41.57,-71.7,-5,85,-5,1318879,NEWE,Northeast,-71.70251795681567,41.5605327453944,17329,190.2331776815489,0.22478755134845413,7.759478812897633,0.0,46.340993838900424,47.658215436332654,0.997120496983925,0.22414027491637015,47.79584371245852,0,1,2,2,3,4,4,5,6,6
1306596,41.45,-71.66,-5,35,-5,1319579,NEWE,Northeast,-71.65062887941362,41.43826001945122,17319,173.4787217892976,0.22641635429889392,9.806613247591807,0.0,58.56684643970645,48.34750002481081,0.9963608158350811,0.2255923834876507,48.524088117906636,0,1,2,2,3,4,5,6,7,7
1309027,41.81,-71.62,-5,140,-5,1322010,NEWE,Northeast,-71.6347789255984,41.79751577896646,4353,165.6145485515439,0.22484749531672946,3.1715803218030585,0.0,18.941244340786927,45.31623014414494,0.9988230427168413,0.22458285941951645,45.369628258558045,0,0,0,0,1,1,1,2,2,2
1309757,41.69,-71.58,-5,93,-5,1322740,NEWE,Northeast,-71.5828305278457,41.675218059496935,17327,104.68942730306256,0.22529461035474896,5.228601590025988,0.0,31.22614287788452,46.26857521434373,0.9980596926144951,0.2248574695583632,46.35852500278775,0,0,1,1,2,2,2,3,4,4
1309777,42.05,-71.58,-5,121,-5,1322760,NEWE,Northeast,-71.56642207864239,42.03445740728213,17420,21.586665302170935,0.22505273912212362,1.6012266379602045,0.0,9.562811569387806,44.47835989463546,0.9994057929605064,0.22491901120027993,44.50480496303579,0,0,0,0,0,0,0,0,0,0
1310603,41.57,-71.54,-5,77,-5,1323586,NEWE,Northeast,-71.53107919032851,41.55289703713811,1097,115.7846296714728,0.22697609490671672,7.429322208042808,0.0,44.369239606384355,47.03263770492847,0.997243016416271,0.22635032553915999,47.162664396434366,0,1,1,1,2,3,3,4,5,5
1312286,41.93,-71.5,-5,115,-5,1325269,NEWE,Northeast,-71.51441232412493,41.91212846181483,17419,61.68602770604446,0.2235763824175736,0.913516314184892,0.0,5.4556826441760125,44.42093066286001,0.9996609987545095,0.2235005897454718,44.43599452034701,0,0,0,0,0,0,0,0,0,0
1313580,41.77,-71.46,-5,33,-5,1326563,NEWE,Northeast,-71.46260011783042,41.7897752946956,17421,23.197421243491245,0.22540975622086018,3.869576820580096,0.0,23.109804140916317,45.55668300647831,0.9985640197757518,0.2250860722685744,45.622195577113835,0,0,0,0,1,1,1,2,2,2
1313780,41.45,-71.46,-5,25,-5,1326763,NEWE,Northeast,-71.47952336183945,41.430552899710534,17320,122.08686489957879,0.22726771403865773,9.723704921653797,0.0,58.07170310416428,48.124742753622165,0.996391582692025,0.22644763728577672,48.29902579425649,0,1,2,2,3,4,5,6,7,7
