Location ID,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,psm3id,eGRID,avert,ico9lon,ico9lat,ico9index,km2,cf,cost_trans_annual,km_urban_fromstation,km_site_spur,lcoe,transloss,cf_transloss,lcoe_transloss,binlcoe_1,binlcoe_2,binlcoe_3,binlcoe_4,binlcoe_5,binlcoe_6,binlcoe_7,binlcoe_8,binlcoe_9,binlcoe_10
228841,48.61,-116.1,-8,1041,-8,253742,NWPP,Northwest,-116.08814956833052,48.597731028039036,33951,0.9344026938124129,0.224067551858697,27.332135266757984,120.63998753956685,133.8085198477594,57.78299872144353,0.9841892634628279,0.22052487882973,58.71126709728221,0,1,1,2,2,3,3,4,5,5
229056,48.01,-116.1,-8,1307,-8,246230,NWPP,Northwest,-116.09689718975922,48.005645199627494,8523,3.2568505448235845,0.21046086295265948,17.06713981894108,120.63998753956685,72.50413301021271,55.95098187877519,0.9879985509246163,0.20793502762357183,56.630631519057985,0,0,1,1,2,2,3,3,4,4
230424,48.13,-116.02,-7,1299,-7,247726,NWPP,Northwest,-116.02101080761446,48.11988840454423,34006,6.260209919222076,0.19714075898879363,18.582770966918762,120.63998753956685,81.55575302027509,60.60902496713122,0.9874361079349396,0.19466390377123435,61.380199164364186,0,1,1,2,3,3,4,5,5,6
231307,48.49,-115.98,-7,1113,-7,252219,NWPP,Northwest,-115.97791499620894,48.4730281548738,33991,2.137513466969448,0.2119366556164832,24.781222360243248,120.63998753956685,118.57401220429735,59.716404046626536,0.9851358942334209,0.20878640675158472,60.617427906324146,0,1,1,2,3,3,4,4,5,6
231924,48.25,-115.94,-7,1290,-7,249222,NWPP,Northwest,-115.94478623313458,48.234081430015706,8522,0.2873780888969363,0.21238313080275562,20.342134808056066,120.63998753956685,92.0629882210478,57.204871963248,0.986783216985807,0.20957610904706062,57.97106292300347,0,1,1,2,2,3,3,4,4,5
232335,48.57,-115.9,-7,1105,-7,253238,NWPP,Northwest,-115.90106338311381,48.58718713387328,33910,0.6364237391814026,0.20959196001012026,26.020719836054106,120.63998753956685,125.97651258800984,61.05954686480924,0.984675923041273,0.20638015668499476,62.009789653656334,0,1,2,2,3,4,4,5,5,6
232799,48.01,-115.9,-7,1106,-7,246235,NWPP,Northwest,-115.91196659850678,47.99511643277008,34007,2.207645388522769,0.2032349484111895,15.948104661118949,120.63998753956685,65.82105511225488,57.31173836407428,0.9884138191648861,0.20088023154688242,57.98354621599397,0,1,1,2,2,3,3,4,4,5
233260,48.93,-115.86,-7,1630,-7,257906,NWPP,Northwest,-115.85622973739859,48.94086288804514,8577,27.897764999486455,0.22780669269535733,31.99422889082889,181.9259884691555,70.28089445589885,59.170770496612484,0.9843285518954942,0.22423663193292293,60.11282552219884,0,1,1,2,2,3,4,4,5,5
233367,48.33,-115.86,-7,780,-7,250220,NWPP,Northwest,-115.8682213198572,48.3482194275772,33994,0.2109551311676204,0.20664882367532122,21.54133018255331,120.63998753956685,99.22479725503143,59.45470211421376,0.986338201697926,0.20382562912690813,60.27821087317294,0,1,1,2,3,3,4,4,5,6
234016,48.09,-115.82,-7,1064,-7,247233,NWPP,Northwest,-115.83568487833156,48.10923758236599,34008,0.6536000377170663,0.20945652652716948,17.073579256949543,120.63998753956685,72.54259048451887,56.22277433972038,0.987996161282011,0.20694224416430715,56.90586314299687,0,0,1,1,2,2,3,3,4,4
234032,47.89,-115.82,-7,1187,-7,244743,NWPP,Northwest,-115.80344855883644,47.87024286566336,34005,1.6444566508878014,0.20121010627883687,13.505334950882215,120.63998753956685,51.232397958661785,56.50259527357024,0.9893203185468435,0.19906124643862314,57.1125389970396,0,1,1,1,2,3,3,3,4,4
235043,48.45,-115.78,-7,980,-7,251720,NWPP,Northwest,-115.79131275498042,48.462306388851395,8498,2.1848122272003647,0.20421420918570654,23.57928130484508,120.63998753956685,111.39580547340893,61.30272289066828,0.9855819284294819,0.20126983410195026,62.199520021997316,0,1,2,2,3,4,4,5,6,6
235584,48.81,-115.74,-7,1080,-7,256331,NWPP,Northwest,-115.74609976886332,48.815642276147834,34227,46.490789970491925,0.21634117202139505,29.318534924085604,181.9259884691555,54.3011720264061,60.89480283029506,0.9853214882811859,0.21316560559261705,61.801963678394095,0,1,1,2,3,4,4,5,5,6
235707,48.21,-115.74,-7,1661,-7,248729,NWPP,Northwest,-115.75906537219788,48.22330737834105,33995,0.90275379762721,0.19500593054457252,19.084200526738137,120.63998753956685,84.55037994078536,61.56607631057566,0.9872500299824554,0.19251961077688584,62.36117947919411,0,1,2,2,3,4,4,5,6,6
235731,47.41,-115.74,-8,1604,-8,238820,NWPP,Northwest,-115.73984678105231,47.392281753700225,33988,0.5686445615022069,0.21676254230895434,7.017912354936037,120.63998753956685,12.48835112276107,49.03208705300605,0.9917277679879747,0.2149694322674582,49.44107509713352,0,0,0,0,0,1,1,1,1,1
235795,47.97,-115.74,-7,743,-7,245741,NWPP,Northwest,-115.72711252594,47.98429097233279,8524,2.3000248273286474,0.20115618559277704,14.674919200046704,120.63998753956685,58.21736406160635,57.181474931153055,0.9888862917965642,0.19892059444278273,57.8241152754462,0,1,1,1,2,3,3,4,4,5
236221,48.57,-115.7,-7,1485,-7,253243,NWPP,Northwest,-115.71409033246893,48.57633776971349,33911,4.805337676266372,0.21938295433829544,25.706552239993247,120.63998753956685,124.1002475727308,58.171001764418364,0.9847925090339954,0.21604669004210042,59.069297573637684,0,1,1,2,2,3,3,4,5,5
236773,48.93,-115.66,-7,1009,-7,257911,NWPP,Northwest,-115.66794428902128,48.929940443258886,34231,123.66651320100408,0.21131483970049225,30.783556579534878,181.9259884691555,63.050543104807,63.134671224381336,0.9847778262160909,0.20809816848745247,64.11057351582531,0,1,2,2,3,4,5,5,6,7
236926,48.09,-115.66,-7,1617,-7,247237,NWPP,Northwest,-115.65043849649685,48.09828827888581,34002,0.07194042462650173,0.21412919679853046,16.75664179458601,120.63998753956685,70.64978333279464,54.82693217381462,0.9881137751579926,0.21158400902014468,55.486456673522405,0,0,1,1,2,2,2,3,3,4
236986,47.49,-115.66,-8,1536,-8,239801,NWPP,Northwest,-115.6640737836607,47.50627213072972,8517,20.15688652019871,0.22013006894024664,6.017673667652325,120.63998753956685,6.514746971951473,47.76329465752907,0.9920989514638598,0.21839081058128587,48.14368021158925,0,0,0,0,0,0,0,1,1,1
237678,47.85,-115.62,-7,758,-7,244251,NWPP,Northwest,-115.6190708106863,47.859244380761346,34004,12.721101863512766,0.2027994230003801,12.265158578297124,120.63998753956685,43.82584308211667,55.36169871021705,0.9897805416741221,0.2007269227485156,55.9333068081717,0,0,1,1,2,2,3,3,4,4
238061,48.45,-115.62,-7,917,-7,251724,NWPP,Northwest,-115.60482293721529,48.45127902522064,33914,25.343839567737408,0.21596048137958626,23.43006669292028,120.63998753956685,110.50466915116164,57.889542404640196,0.9856373012110102,0.21285870603520604,58.73310834879503,0,1,1,2,2,3,3,4,5,5
238259,48.69,-115.62,-7,1499,-7,254773,NWPP,Northwest,-115.63651883795772,48.69031728249709,8500,65.45658875917654,0.2159179538652067,26.641628126718512,181.9259884691555,38.31420635573443,59.59888844915306,0.9863148747421372,0.2129630896211399,60.425823411346826,0,1,1,2,3,3,4,4,5,6
238933,48.21,-115.58,-7,1057,-7,248733,NWPP,Northwest,-115.57342376246037,48.21223435538798,2128,0.3687915560043866,0.21399909444786008,18.957949782643134,120.63998753956685,83.79638794011923,56.034525970597656,0.987296880989742,0.21128063848300146,56.755497813812966,0,0,1,1,2,2,3,3,4,4
239424,47.97,-115.54,-7,1666,-7,245746,NWPP,Northwest,-115.54234311531457,47.97317089526295,34003,0.3240553975047964,0.21118657905210017,14.509050887220626,120.63998753956685,57.22676886209816,54.37595843616401,0.9889478446815673,0.20885251217924788,54.98364623431947,0,0,1,1,2,2,2,3,3,4
